ward_section_concatenated,ward,section,month_name,month_number,dates
0108,1,8,AUGUST,8,"23,24"
0108,1,8,SEPTEMBER,9,"27,28"
0108,1,8,OCTOBER,10,"25,26"
0109,1,9,APRIL,4,"2,9"
0109,1,9,MAY,5,"7,14"
0109,1,9,JUNE,6,"4,11"
0109,1,9,JULY,7,"2,9"
0109,1,9,AUGUST,8,"6,13"
0109,1,9,SEPTEMBER,9,10
0109,1,9,OCTOBER,10,"1,15"
0109,1,9,NOVEMBER,11,"5,12"
0110,1,10,APRIL,4,"16,23"
0110,1,10,MAY,5,"21,29"
0110,1,10,JUNE,6,"18,25"
0110,1,10,JULY,7,"16,23"
0110,1,10,AUGUST,8,"20,27"
0110,1,10,SEPTEMBER,9,"17,24"
0110,1,10,OCTOBER,10,"22,29"
0111,1,11,APRIL,4,30
0111,1,11,MAY,5,"30,31"
0111,1,11,JUNE,6,29
0111,1,11,JULY,7,"30,31"
0111,1,11,AUGUST,8,"29,30"
0111,1,11,OCTOBER,10,"30,31"
0201,2,1,APRIL,4,"2,3,20,23"
0201,2,1,MAY,5,"10,11,31"
0201,2,1,JUNE,6,"1,20,21"
0201,2,1,JULY,7,"11,12,31"
0201,2,1,AUGUST,8,"1,20,21"
0201,2,1,SEPTEMBER,9,"10,11"
0201,2,1,OCTOBER,10,"2,3,23,24"
0201,2,1,NOVEMBER,11,"12,13"
0202,2,2,APRIL,4,"4,5,24,25"
0202,2,2,MAY,5,"14,15"
0202,2,2,JUNE,6,"4,5,22,25"
0202,2,2,JULY,7,"13,16"
0202,2,2,AUGUST,8,"2,3,22,23"
0202,2,2,SEPTEMBER,9,"12,13"
0202,2,2,OCTOBER,10,"4,5,25,26"
0202,2,2,NOVEMBER,11,"14,15"
0203,2,3,APRIL,4,"6,9,26,27"
0203,2,3,MAY,5,"16,17"
0203,2,3,JUNE,6,"6,7,26,27"
0203,2,3,JULY,7,"17,18"
0203,2,3,AUGUST,8,"6,7,24,27"
0203,2,3,SEPTEMBER,9,"14,17"
0203,2,3,OCTOBER,10,"9,10,28,29"
0203,2,3,NOVEMBER,11,16
0204,2,4,APRIL,4,"10,11,30"
0204,2,4,MAY,5,"1,18,21"
0204,2,4,JUNE,6,"8,11,28,29"
0204,2,4,JULY,7,"19,201"
0204,2,4,AUGUST,8,"8,9,28,29"
0204,2,4,SEPTEMBER,9,"18,19"
0204,2,4,OCTOBER,10,"11,12,30"
0204,2,4,NOVEMBER,11,1
0205,2,5,APRIL,4,"12,13"
0205,2,5,MAY,5,"2,3,22,23"
0205,2,5,JUNE,6,"12,13"
0205,2,5,JULY,7,"2,3,23,24"
0205,2,5,AUGUST,8,"10,13,30,31"
0205,2,5,SEPTEMBER,9,"20,21"
0205,2,5,OCTOBER,10,"15,16"
0205,2,5,NOVEMBER,11,"2,3"
0206,2,6,APRIL,4,"16,17"
0206,2,6,MAY,5,"4,7,24,25"
0206,2,6,JUNE,6,"14,15"
0206,2,6,JULY,7,"5,6,25,26"
0206,2,6,AUGUST,8,"14,15"
0206,2,6,SEPTEMBER,9,"4,5,24,25"
0206,2,6,OCTOBER,10,"17,18"
0206,2,6,NOVEMBER,11,"6,7"
0207,2,7,APRIL,4,"3,4,10,11,17,18,24,25"
0207,2,7,MAY,5,"1,,8,9,15,16,22,23,29,30"
0207,2,7,JUNE,6,"5,6,12,13,19,20,26,27"
0207,2,7,JULY,7,"3,10,11,17,18,24,25,31"
0207,2,7,AUGUST,8,"1,7,8,14,15,21,22,28,29"
0207,2,7,SEPTEMBER,9,"4,5,11,12,18,19,26,27"
0207,2,7,OCTOBER,10,"2,3,9,10,16,17,23,24,30,31"
0207,2,7,NOVEMBER,11,"6,7,13,14"
0208,2,8,APRIL,4,"3,4,10,11,17,18,24,25"
0208,2,8,MAY,5,"1,2,8,9,15,16,22,23,29,30"
0208,2,8,JUNE,6,"5,6,12,13,19,20,26,27"
0208,2,8,JULY,7,"3,10,11,17,18,24,25"
0208,2,8,AUGUST,8,"1,7,8,14,15,21,22,28,29"
0208,2,8,SEPTEMBER,9,"4,5,11,12,18,19,25,26"
0208,2,8,OCTOBER,10,"2,3,9,10,16,17,23,24,30,31"
0208,2,8,NOVEMBER,11,"6,7,13,14"
0209,2,9,APRIL,4,"18,19"
0209,2,9,MAY,5,"8,9,29,30"
0209,2,9,JUNE,6,"18,19"
0209,2,9,JULY,7,"9,10,27,30"
0209,2,9,AUGUST,8,"16,17"
0209,2,9,SEPTEMBER,9,"6,7"
0209,2,9,OCTOBER,10,"19,22"
0209,2,9,NOVEMBER,11,"8,9"
0301,3,1,APRIL,4,"3,4"
0301,3,1,MAY,5,"15,16"
0301,3,1,JUNE,6,"28,29"
0301,3,1,AUGUST,8,"13,14"
0301,3,1,SEPTEMBER,9,"26,27"
0301,3,1,NOVEMBER,11,"9,12"
0302,3,2,APRIL,4,"5,6"
0302,3,2,MAY,5,"17,18"
0302,3,2,JULY,7,"2,3"
0302,3,2,AUGUST,8,"15,16"
0302,3,2,SEPTEMBER,9,28
0302,3,2,OCTOBER,10,1
0302,3,2,NOVEMBER,11,"13,14"
0303,3,3,APRIL,4,"9,10"
0303,3,3,MAY,5,"21,22"
0303,3,3,JULY,7,"6,9"
0303,3,3,AUGUST,8,"17,20"
0303,3,3,OCTOBER,10,"2,3"
0303,3,3,NOVEMBER,11,"15,16"
0304,3,4,APRIL,4,"11,12"
0304,3,4,MAY,5,"23,24"
0304,3,4,JULY,7,"10,11"
0304,3,4,AUGUST,8,"21,22"
0304,3,4,OCTOBER,10,"4,5"
0305,3,5,APRIL,4,"13,16"
0305,3,5,MAY,5,"25,30"
0305,3,5,JULY,7,"12,13"
0305,3,5,AUGUST,8,"23,24"
0305,3,5,OCTOBER,10,"10,11"
0306,3,6,APRIL,4,"17,18"
0306,3,6,MAY,5,31
0306,3,6,JUNE,6,1
0306,3,6,JULY,7,"16,17"
0306,3,6,AUGUST,8,"27,28"
0306,3,6,OCTOBER,10,"12,15"
0307,3,7,APRIL,4,"19,20"
0307,3,7,JUNE,6,"4,5"
0307,3,7,JULY,7,"18,19"
0307,3,7,AUGUST,8,"29,30"
0307,3,7,OCTOBER,10,"16,17"
0308,3,8,APRIL,4,"23,24"
0308,3,8,JUNE,6,"6,7"
0308,3,8,JULY,7,"20,23"
0308,3,8,AUGUST,8,31
0308,3,8,SEPTEMBER,9,5
0308,3,8,OCTOBER,10,"18,19"
0309,3,9,APRIL,4,"25,26"
0309,3,9,JUNE,6,"8,11"
0309,3,9,JULY,7,"24,25"
0309,3,9,SEPTEMBER,9,"6,7"
0309,3,9,OCTOBER,10,"22,23"
0310,3,10,APRIL,4,"27,30"
0310,3,10,JUNE,6,"12,13"
0310,3,10,JULY,7,"26,27"
0310,3,10,SEPTEMBER,9,"10,11"
0310,3,10,OCTOBER,10,"24,25"
0311,3,11,MAY,5,"1,2"
0311,3,11,JUNE,6,"14,15"
0311,3,11,JULY,7,"30,31"
0311,3,11,SEPTEMBER,9,"12,13"
0311,3,11,OCTOBER,10,"26,27"
0312,3,12,MAY,5,"3,4"
0312,3,12,JUNE,6,"18,19"
0312,3,12,AUGUST,8,"1,2"
0312,3,12,SEPTEMBER,9,"14,17"
0312,3,12,OCTOBER,10,"30,31"
0313,3,13,MAY,5,"7,8"
0313,3,13,JUNE,6,"20,21"
0313,3,13,AUGUST,8,"3,6"
0313,3,13,SEPTEMBER,9,"18,19"
0313,3,13,NOVEMBER,11,"1,2"
0314,3,14,MAY,5,"9,10"
0314,3,14,JUNE,6,"22,25"
0314,3,14,AUGUST,8,"7,8"
0314,3,14,SEPTEMBER,9,"20,21"
0314,3,14,NOVEMBER,11,"5,6"
0315,3,15,MAY,5,"11,14"
0315,3,15,JUNE,6,"26,27"
0315,3,15,AUGUST,8,"9,10"
0315,3,15,SEPTEMBER,9,"24,25"
0315,3,15,NOVEMBER,11,"7,8"
0401,4,1,APRIL,4,"2,3"
0401,4,1,MAY,5,"14,15"
0401,4,1,JUNE,6,"27,28"
0401,4,1,AUGUST,8,"10,11"
0401,4,1,SEPTEMBER,9,"25,26"
0401,4,1,NOVEMBER,11,"8,9"
0402,4,2,APRIL,4,"4,5"
0402,4,2,MAY,5,"16,17"
0402,4,2,JUNE,6,29
0402,4,2,JULY,7,2
0402,4,2,AUGUST,8,"14,15"
0402,4,2,SEPTEMBER,9,"27,28"
0402,4,2,NOVEMBER,11,"12,13"
0403,4,3,APRIL,4,"6,9"
0403,4,3,MAY,5,"18,21"
0403,4,3,JULY,7,"3,6"
0403,4,3,AUGUST,8,"16,17"
0403,4,3,OCTOBER,10,"1,2"
0403,4,3,NOVEMBER,11,"14,15"
0404,4,4,APRIL,4,"10,11"
0404,4,4,MAY,5,"22,23"
0404,4,4,JULY,7,"9,10"
0404,4,4,AUGUST,8,"20,21"
0404,4,4,OCTOBER,10,"3,4"
0405,4,5,APRIL,4,"12,13"
0405,4,5,MAY,5,"24,25"
0405,4,5,JULY,7,"11,12"
0405,4,5,AUGUST,8,"22,23"
0405,4,5,OCTOBER,10,"5,10"
0406,4,6,APRIL,4,"16,17"
0406,4,6,MAY,5,"30,31"
0406,4,6,JULY,7,"13,16"
0406,4,6,AUGUST,8,"24,27"
0406,4,6,OCTOBER,10,"11,12"
0407,4,7,APRIL,4,"18,19"
0407,4,7,JUNE,6,"1,4"
0407,4,7,JULY,7,"17,18"
0407,4,7,AUGUST,8,"28,29"
0407,4,7,OCTOBER,10,"15,16"
0408,4,8,APRIL,4,"20,23"
0408,4,8,JUNE,6,"5,6"
0408,4,8,JULY,7,"19,20"
0408,4,8,AUGUST,8,"30,31"
0408,4,8,OCTOBER,10,"17,18"
0409,4,9,APRIL,4,"24,25"
0409,4,9,JUNE,6,"7,8"
0409,4,9,JULY,7,"23,24"
0409,4,9,SEPTEMBER,9,"5,6"
0409,4,9,OCTOBER,10,"19,22"
0410,4,10,APRIL,4,"26,27"
0410,4,10,JUNE,6,"11,12"
0410,4,10,JULY,7,"25,26"
0410,4,10,SEPTEMBER,9,"7,10"
0410,4,10,OCTOBER,10,"23,24"
0411,4,11,APRIL,4,30
0411,4,11,MAY,5,1
0411,4,11,JUNE,6,"13,14"
0411,4,11,JULY,7,"27,30"
0411,4,11,SEPTEMBER,9,"11,12"
0411,4,11,OCTOBER,10,"25,26"
0412,4,12,MAY,5,"2,3"
0412,4,12,JUNE,6,"15,18"
0412,4,12,JULY,7,31
0412,4,12,AUGUST,8,1
0412,4,12,SEPTEMBER,9,"13,14"
0412,4,12,OCTOBER,10,"29,30"
0413,4,13,MAY,5,"4,7"
0413,4,13,JUNE,6,"19,20"
0413,4,13,AUGUST,8,"2,3"
0413,4,13,SEPTEMBER,9,"17,18"
0413,4,13,OCTOBER,10,31
0413,4,13,NOVEMBER,11,1
0414,4,14,MAY,5,"8,9"
0414,4,14,JUNE,6,"21,22"
0414,4,14,AUGUST,8,"6,7"
0414,4,14,SEPTEMBER,9,"19,20"
0414,4,14,NOVEMBER,11,"2,5"
0415,4,15,MAY,5,"10,11"
0415,4,15,JUNE,6,"25,26"
0415,4,15,AUGUST,8,"8,9"
0415,4,15,SEPTEMBER,9,"21,24"
0415,4,15,NOVEMBER,11,"6,7"
0501,5,1,APRIL,4,"2,3"
0501,5,1,MAY,5,"8,9"
0501,5,1,JUNE,6,"15,18"
0501,5,1,JULY,7,"25,26"
0501,5,1,AUGUST,8,"30,31"
0501,5,1,OCTOBER,10,"11,12"
0501,5,1,NOVEMBER,11,"8,9"
0502,5,2,APRIL,4,"4,5"
0502,5,2,MAY,5,"10,11"
0502,5,2,JUNE,6,"19,20"
0502,5,2,JULY,7,"27,30"
0502,5,2,SEPTEMBER,9,"5,6"
0502,5,2,OCTOBER,10,"15,16"
0502,5,2,NOVEMBER,11,"12,13"
0503,5,3,APRIL,4,"6,9"
0503,5,3,MAY,5,"14,15"
0503,5,3,JUNE,6,"21,22"
0503,5,3,JULY,7,31
0503,5,3,AUGUST,8,1
0503,5,3,SEPTEMBER,9,"7,10"
0503,5,3,OCTOBER,10,"17,18"
0504,5,4,APRIL,4,"10,11"
0504,5,4,MAY,5,"16,17"
0504,5,4,JUNE,6,"25,26"
0504,5,4,AUGUST,8,"2,3"
0504,5,4,SEPTEMBER,9,"11,12"
0504,5,4,OCTOBER,10,"19,22"
0504,5,4,NOVEMBER,11,"14,15"
0505,5,5,APRIL,4,"12,13"
0505,5,5,MAY,5,"18,21"
0505,5,5,JUNE,6,"27,28"
0505,5,5,AUGUST,8,"6,7"
0505,5,5,SEPTEMBER,9,"13,14"
0505,5,5,OCTOBER,10,"23,24"
0506,5,6,APRIL,4,"16,17"
0506,5,6,MAY,5,"22,23"
0506,5,6,JUNE,6,29
0506,5,6,JULY,7,2
0506,5,6,AUGUST,8,"8,9"
0506,5,6,SEPTEMBER,9,"17,18"
0506,5,6,OCTOBER,10,"25,26"
0507,5,7,APRIL,4,"18,19"
0507,5,7,MAY,5,"24,25"
0507,5,7,JULY,7,"3,6"
0507,5,7,AUGUST,8,"10,13"
0507,5,7,SEPTEMBER,9,"19,20"
0507,5,7,OCTOBER,10,"29,30"
0508,5,8,APRIL,4,"20,23"
0508,5,8,MAY,5,"30,31"
0508,5,8,JULY,7,"9,10"
0508,5,8,AUGUST,8,"14,15"
0508,5,8,SEPTEMBER,9,"21,24"
0508,5,8,OCTOBER,10,31
0508,5,8,NOVEMBER,11,1
0509,5,9,APRIL,4,"24,25"
0509,5,9,JUNE,6,"1,4"
0509,5,9,JULY,7,"11,12"
0509,5,9,AUGUST,8,"16,17"
0509,5,9,SEPTEMBER,9,"25,26"
0509,5,9,NOVEMBER,11,"2,5"
0510,5,10,APRIL,4,"26,27"
0510,5,10,JUNE,6,"5,6"
0510,5,10,JULY,7,"13,16"
0510,5,10,AUGUST,8,"20,21"
0510,5,10,SEPTEMBER,9,"27,28"
0510,5,10,NOVEMBER,11,"6,7"
0511,5,11,APRIL,4,30
0511,5,11,MAY,5,1
0511,5,11,JUNE,6,"7,8"
0511,5,11,JULY,7,"17,18"
0511,5,11,AUGUST,8,"22,23"
0511,5,11,OCTOBER,10,"1,2"
0512,5,12,MAY,5,"2,3"
0512,5,12,JUNE,6,"11,12"
0512,5,12,JULY,7,"19,20"
0512,5,12,AUGUST,8,"24,27"
0512,5,12,OCTOBER,10,"3,4"
0513,5,13,MAY,5,"4,7"
0513,5,13,JUNE,6,"13,14"
0513,5,13,JULY,7,"23,24"
0513,5,13,AUGUST,8,"28,29"
0513,5,13,OCTOBER,10,"5,10"
0601,6,1,APRIL,4,"2,3"
0601,6,1,MAY,5,"10,11"
0601,6,1,JUNE,6,"20,21"
0601,6,1,JULY,7,31
0601,6,1,AUGUST,8,1
0601,6,1,SEPTEMBER,9,"10,11"
0601,6,1,OCTOBER,10,"19,22"
0602,6,2,APRIL,4,"4,5"
0602,6,2,MAY,5,"14,15"
0602,6,2,JUNE,6,"22,25"
0602,6,2,AUGUST,8,"2,3"
0602,6,2,SEPTEMBER,9,"12,13"
0602,6,2,OCTOBER,10,"23,24"
0603,6,3,APRIL,4,"6,9"
0603,6,3,MAY,5,"16,17"
0603,6,3,JUNE,6,"26,27"
0603,6,3,AUGUST,8,"6,7"
0603,6,3,SEPTEMBER,9,"14,17"
0603,6,3,OCTOBER,10,"25,26"
0604,6,4,APRIL,4,"10,11"
0604,6,4,MAY,5,"18,21"
0604,6,4,JUNE,6,"28,29"
0604,6,4,AUGUST,8,"8,9"
0604,6,4,SEPTEMBER,9,"18,19"
0604,6,4,OCTOBER,10,"29,30"
0605,6,5,APRIL,4,"12,13"
0605,6,5,MAY,5,"22,23"
0605,6,5,JULY,7,"2,3"
0605,6,5,AUGUST,8,"10,13"
0605,6,5,SEPTEMBER,9,"20,21"
0605,6,5,OCTOBER,10,31
0605,6,5,NOVEMBER,11,1
0606,6,6,APRIL,4,"16,17"
0606,6,6,MAY,5,"24,25"
0606,6,6,JULY,7,"5,6"
0606,6,6,AUGUST,8,"14,15"
0606,6,6,SEPTEMBER,9,"24,25"
0606,6,6,NOVEMBER,11,"2,5"
0607,6,7,APRIL,4,"18,19"
0607,6,7,MAY,5,"29,30"
0607,6,7,JULY,7,"9,10"
0607,6,7,AUGUST,8,"16,17"
0607,6,7,SEPTEMBER,9,"26,27"
0607,6,7,NOVEMBER,11,"6,7"
0608,6,8,APRIL,4,"20,23"
0608,6,8,MAY,5,31
0608,6,8,JUNE,6,1
0608,6,8,JULY,7,"11,12"
0608,6,8,AUGUST,8,"20,21"
0608,6,8,SEPTEMBER,9,28
0608,6,8,OCTOBER,10,1
0608,6,8,NOVEMBER,11,"8,9"
0609,6,9,APRIL,4,"24,25"
0609,6,9,JUNE,6,"4,5"
0609,6,9,JULY,7,"13,16"
0609,6,9,AUGUST,8,"22,23"
0609,6,9,OCTOBER,10,"2,3"
0609,6,9,NOVEMBER,11,"12,13"
0610,6,10,APRIL,4,"26,27"
0610,6,10,JUNE,6,"6,7"
0610,6,10,JULY,7,"17,18"
0610,6,10,AUGUST,8,"24,27"
0610,6,10,OCTOBER,10,"4,5"
0610,6,10,NOVEMBER,11,"14,15"
0611,6,11,APRIL,4,30
0611,6,11,MAY,5,1
0611,6,11,JUNE,6,"8,11"
0611,6,11,JULY,7,"19,20"
0611,6,11,AUGUST,8,"28,29"
0611,6,11,OCTOBER,10,"9,10"
0612,6,12,MAY,5,"2,3"
0612,6,12,JUNE,6,"12,13"
0612,6,12,JULY,7,"23,24"
0612,6,12,AUGUST,8,"30,31"
0612,6,12,OCTOBER,10,"11,12"
0613,6,13,MAY,5,"4,7"
0613,6,13,JUNE,6,"14,15"
0613,6,13,JULY,7,"25,26"
0613,6,13,SEPTEMBER,9,"4,5"
0613,6,13,OCTOBER,10,"15,16"
0614,6,14,MAY,5,"8,9"
0614,6,14,JUNE,6,"18,19"
0614,6,14,JULY,7,"27,30"
0614,6,14,SEPTEMBER,9,"6,7"
0614,6,14,OCTOBER,10,"17,18"
0701,7,1,APRIL,4,"2,3"
0701,7,1,MAY,5,"16,17"
0701,7,1,JULY,7,"2,3"
0701,7,1,AUGUST,8,"16,17"
0701,7,1,OCTOBER,10,"2,3"
0701,7,1,NOVEMBER,11,16
0702,7,2,APRIL,4,"4,5"
0702,7,2,MAY,5,"18,21"
0702,7,2,JULY,7,"5,6"
0702,7,2,AUGUST,8,"20,21"
0702,7,2,OCTOBER,10,"4,5"
0703,7,3,APRIL,4,"6,9"
0703,7,3,MAY,5,"22,23"
0703,7,3,JULY,7,"9,10"
0703,7,3,AUGUST,8,"22,23"
0703,7,3,OCTOBER,10,"9,10"
0704,7,4,APRIL,4,"10,11"
0704,7,4,MAY,5,"24,25"
0704,7,4,JULY,7,"11,12"
0704,7,4,AUGUST,8,"24,27"
0704,7,4,OCTOBER,10,"11,12"
0705,7,5,APRIL,4,"12,13"
0705,7,5,MAY,5,"29,30"
0705,7,5,JULY,7,"13,16"
0705,7,5,AUGUST,8,"28,29"
0705,7,5,OCTOBER,10,"15,16"
0706,7,6,APRIL,4,"16,17"
0706,7,6,MAY,5,31
0706,7,6,JUNE,6,1
0706,7,6,JULY,7,"17,18"
0706,7,6,AUGUST,8,"30,31"
0706,7,6,OCTOBER,10,"17,18"
0707,7,7,APRIL,4,"18,19"
0707,7,7,JUNE,6,"4,5"
0707,7,7,JULY,7,"19,20"
0707,7,7,SEPTEMBER,9,"4,5"
0707,7,7,OCTOBER,10,"19,22"
0708,7,8,APRIL,4,"20,23"
0708,7,8,JUNE,6,"6,7"
0708,7,8,JULY,7,"23,24"
0708,7,8,SEPTEMBER,9,"6,7"
0708,7,8,OCTOBER,10,"23,24"
0709,7,9,APRIL,4,"24,25"
0709,7,9,JUNE,6,"8,11"
0709,7,9,JULY,7,"25,26"
0709,7,9,SEPTEMBER,9,"10,11"
0709,7,9,OCTOBER,10,"25,26"
0710,7,10,APRIL,4,"26,27"
0710,7,10,JUNE,6,"12,13"
0710,7,10,JULY,7,"27,30"
0710,7,10,SEPTEMBER,9,"12,13"
0710,7,10,OCTOBER,10,"29,30"
0711,7,11,APRIL,4,30
0711,7,11,MAY,5,1
0711,7,11,JUNE,6,"14,15"
0711,7,11,JULY,7,31
0711,7,11,AUGUST,8,1
0711,7,11,SEPTEMBER,9,"14,17"
0711,7,11,OCTOBER,10,31
0711,7,11,NOVEMBER,11,1
0712,7,12,MAY,5,"2,3"
0712,7,12,JUNE,6,"18,19"
0712,7,12,AUGUST,8,"2,3"
0712,7,12,SEPTEMBER,9,"18,19"
0712,7,12,NOVEMBER,11,"2,5"
0713,7,13,MAY,5,"4,7"
0713,7,13,JUNE,6,"20,21"
0713,7,13,AUGUST,8,"6,7"
0713,7,13,SEPTEMBER,9,"20,21"
0713,7,13,NOVEMBER,11,"6,7"
0714,7,14,MAY,5,"8,9"
0714,7,14,JUNE,6,"22,25"
0714,7,14,AUGUST,8,"8,9"
0714,7,14,SEPTEMBER,9,"24,25"
0714,7,14,NOVEMBER,11,"8,9"
0715,7,15,MAY,5,"10,11"
0715,7,15,JUNE,6,"26,27"
0715,7,15,AUGUST,8,"10,13"
0715,7,15,SEPTEMBER,9,"26,27"
0715,7,15,NOVEMBER,11,"12,13"
0716,7,16,MAY,5,"14,15"
0716,7,16,JUNE,6,"28,29"
0716,7,16,AUGUST,8,"14,15"
0716,7,16,SEPTEMBER,9,"27,28"
0716,7,16,OCTOBER,10,1
0716,7,16,NOVEMBER,11,"14,15"
0801,8,1,APRIL,4,"2,3"
0801,8,1,MAY,5,"18,21"
0801,8,1,JULY,7,"9,10"
0801,8,1,AUGUST,8,"24,27"
0801,8,1,OCTOBER,10,"15,16"
0802,8,2,APRIL,4,"4,5"
0802,8,2,MAY,5,"22,23"
0802,8,2,JULY,7,"11,12"
0802,8,2,AUGUST,8,"28,29"
0802,8,2,OCTOBER,10,"17,18"
0803,8,3,APRIL,4,"6,9"
0803,8,3,MAY,5,"24,25"
0803,8,3,JULY,7,"13,16"
0803,8,3,AUGUST,8,"30,31"
0803,8,3,OCTOBER,10,"19,22"
0804,8,4,APRIL,4,"10,11"
0804,8,4,MAY,5,"29,30"
0804,8,4,JULY,7,"17,18"
0804,8,4,SEPTEMBER,9,"4,5"
0804,8,4,OCTOBER,10,"23,24"
0805,8,5,APRIL,4,"12,13"
0805,8,5,MAY,5,31
0805,8,5,JUNE,6,1
0805,8,5,JULY,7,"19,20"
0805,8,5,SEPTEMBER,9,"6,7"
0805,8,5,OCTOBER,10,"25,26"
0806,8,6,APRIL,4,"16,17"
0806,8,6,JUNE,6,"4,5"
0806,8,6,JULY,7,"23,24"
0806,8,6,SEPTEMBER,9,"10,11"
0806,8,6,OCTOBER,10,"29,30"
0807,8,7,APRIL,4,"18,19"
0807,8,7,JUNE,6,"6,7"
0807,8,7,JULY,7,"25,26"
0807,8,7,SEPTEMBER,9,"12,13"
0807,8,7,OCTOBER,10,31
0807,8,7,NOVEMBER,11,1
0808,8,8,APRIL,4,"20,23"
0808,8,8,JUNE,6,"8,11"
0808,8,8,JULY,7,"27,30"
0808,8,8,SEPTEMBER,9,"14,17"
0808,8,8,NOVEMBER,11,"2,5"
0809,8,9,APRIL,4,"24,25"
0809,8,9,JUNE,6,"12,13"
0809,8,9,JULY,7,31
0809,8,9,AUGUST,8,1
0809,8,9,SEPTEMBER,9,"18,19"
0809,8,9,NOVEMBER,11,"6,7"
0810,8,10,APRIL,4,"26,27"
0810,8,10,JUNE,6,"14,15"
0810,8,10,AUGUST,8,"2,3"
0810,8,10,SEPTEMBER,9,"20,21"
0810,8,10,NOVEMBER,11,"8,9"
0811,8,11,APRIL,4,30
0811,8,11,MAY,5,1
0811,8,11,JUNE,6,"18,19"
0811,8,11,AUGUST,8,"6,7"
0811,8,11,SEPTEMBER,9,"24,25"
0811,8,11,NOVEMBER,11,"12,13"
0812,8,12,MAY,5,"2,3"
0812,8,12,JUNE,6,"20,21"
0812,8,12,AUGUST,8,"8,9"
0812,8,12,SEPTEMBER,9,"26,27"
0812,8,12,NOVEMBER,11,"14,15"
0813,8,13,MAY,5,"4,7"
0813,8,13,JUNE,6,"22,25"
0813,8,13,AUGUST,8,"10,13"
0813,8,13,SEPTEMBER,9,28
0813,8,13,OCTOBER,10,1
0813,8,13,NOVEMBER,11,16
0814,8,14,MAY,5,"8,9"
0814,8,14,JUNE,6,"26,27"
0814,8,14,AUGUST,8,"14,15"
0814,8,14,OCTOBER,10,"2,3"
0815,8,15,MAY,5,"10,11"
0815,8,15,JUNE,6,"28,29"
0815,8,15,AUGUST,8,"16,17"
0815,8,15,OCTOBER,10,"4,5"
0816,8,16,MAY,5,"14,15"
0816,8,16,JULY,7,"2,3"
0816,8,16,AUGUST,8,"20,21"
0816,8,16,OCTOBER,10,"9,10"
0817,8,17,MAY,5,"16,17"
0817,8,17,JULY,7,"5,6"
0817,8,17,AUGUST,8,"22,23"
0817,8,17,OCTOBER,10,"11,12"
0901,9,1,APRIL,4,"2,3"
0901,9,1,MAY,5,31
0901,9,1,JUNE,6,1
0901,9,1,JULY,7,31
0901,9,1,AUGUST,8,1
0901,9,1,SEPTEMBER,9,28
0901,9,1,OCTOBER,10,1
0902,9,2,APRIL,4,"4,5"
0902,9,2,JUNE,6,"4,5"
0902,9,2,AUGUST,8,"2,3"
0902,9,2,OCTOBER,10,"2,3"
