docket_number,violation_number,issued_date,issuing_department,last_hearing_date,property_address,violation_type,entity_or_person_s_,disposition_description,total_fines,total_administrative_costs,interest_amount,collection_costs_or_attorney_fees,court_cost,original_total_amount_due,total_paid,current_amount_due,latitude,longitude,location,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu
12CP016975,P002169002|P002169003|P002169040|P002169041|P002169046|P002169047,2012-03-03T00:00:00.000,POLICE,2012-04-06T09:00:00.000,7759 S HOMA ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"PNC MORTGAGE, ",Default - Liable by prove-up,4300,0,66.34,1223.88,0,5630.22,5608.83,0,,,,,,,,
12CP021502,P003175091,2012-03-12T00:00:00.000,POLICE,2012-05-04T11:00:00.000,7938 S BURNHAM ,13-12-140  Watchman required,"BANK NY MELLON, ",Default - Liable by prove-up,300,0,44.76,95.88,76,556.64,740.64,-185.01,41.75069849132201,-87.55665849834226,"{'type': 'Point', 'coordinates': [-87.55665849834226, 41.75069849132201]}",25,42,21202,244,37
12CP030927,P003232626|P003232628|P003232924,2012-04-19T00:00:00.000,POLICE,2012-06-01T09:00:00.000,5234 S JUSTINE ,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK AND TRUST, ",Default - Liable by prove-up,1300,0,5.94,0,0,1345.94,1343.63,0,41.79845792929891,-87.66363277009435,"{'type': 'Point', 'coordinates': [-87.66363277009435, 41.79845792929891]}",37,59,14924,790,2
12CP031800,P003180692|P003180693,2012-04-17T00:00:00.000,POLICE,2012-06-01T13:00:00.000,4143 W VAN BUREN ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",City non-suit,0,0,0,0,0,0,0,0,41.875104969741784,-87.72965265531991,"{'type': 'Point', 'coordinates': [-87.72965265531991, 41.875104969741784]}",30,27,21572,675,23
12CP036375,P003229893,2012-05-30T00:00:00.000,POLICE,2012-07-06T13:00:00.000,4320 N WHIPPLE ,13-12-140  Watchman required,"DEUTSCHE BANK, ",Default - Liable by prove-up,300,0,0.16,0,0,340.16,340,0,41.96004742781901,-87.70469272745198,"{'type': 'Point', 'coordinates': [-87.70469272745198, 41.96004742781901]}",39,16,21538,214,20
12CP038322,P002062869|P002062871|P002062873,2012-06-12T00:00:00.000,POLICE,2012-07-06T09:00:00.000,6218 S TROY ,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",Default - Liable by prove-up,1300,0,10.44,377.88,0,1728.32,1728.12,-0.01,41.78020616070172,-87.70209905576823,"{'type': 'Point', 'coordinates': [-87.70209905576823, 41.78020616070172]}",58,64,21867,182,2
12CP041649,P003229339|P003229340,2012-06-14T00:00:00.000,POLICE,2012-08-03T13:00:00.000,230 N LACROSSE ,13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",Default - Liable by prove-up,800,0,131.9,28.84,0,1000.74,980.65,0,41.88546491219683,-87.74683179798302,"{'type': 'Point', 'coordinates': [-87.74683179798302, 41.88546491219683]}",32,26,22216,696,23
12CP058877,P003180744|P003180745,2012-07-30T00:00:00.000,POLICE,2012-09-07T13:00:00.000,3719 W OHIO ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.89164161861375,-87.7195292412954,"{'type': 'Point', 'coordinates': [-87.7195292412954, 41.89164161861375]}",30,24,21572,584,46
12CP071277,P002166563|P002166564,2012-09-20T00:00:00.000,POLICE,2012-11-02T13:00:00.000,5048 W CHICAGO ,13-12-140  Watchman required|13-12-140  Watchman required,"SHORE BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.89505878648888,-87.75270216088371,"{'type': 'Point', 'coordinates': [-87.75270216088371, 41.89505878648888]}",5,26,4299,585,45
12CP074353,P003224426|P003224427,2012-10-11T00:00:00.000,POLICE,2012-12-07T13:00:00.000,1305 N MASON ,13-12-140  Watchman required|13-12-140  Watchman required,"CHASE HOME FINANCE LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.90403591359759,-87.77406802224083,"{'type': 'Point', 'coordinates': [-87.77406802224083, 41.90403591359759]}",5,26,4299,565,7
12CP081546,P004015711|P004015712,2012-11-13T00:00:00.000,POLICE,2013-01-04T13:00:00.000,1535 N MASSASOIT ,13-12-140  Watchman required|13-12-140  Watchman required,"U S BANK N A, ",City non-suit,0,0,0,0,0,0,0,0,41.90856700851207,-87.76937197664967,"{'type': 'Point', 'coordinates': [-87.76937197664967, 41.90856700851207]}",5,26,4299,565,7
12CP084771,P004015192,2012-11-23T00:00:00.000,POLICE,2013-01-04T13:00:00.000,3046 N DRAKE ,13-12-140  Watchman required,"FEDERAL HOME LOAN MORTGAGE, ",Default - Liable by prove-up,300,0,32.6,95.88,0,468.48,468.07,0,41.937008753586305,-87.71625102300358,"{'type': 'Point', 'coordinates': [-87.71625102300358, 41.937008753586305]}",39,22,21538,216,12
13CP000865,P003830430,2012-12-10T00:00:00.000,POLICE,2013-02-01T09:00:00.000,5221 S JUSTINE ,13-12-140  Watchman required,"WELLS FARGO BANK, ",Default - Liable by prove-up,300,0,1.09,0,0,341.09,341.09,0,41.79885840370028,-87.66335120499933,"{'type': 'Point', 'coordinates': [-87.66335120499933, 41.79885840370028]}",37,59,14924,790,2
13CP009146,P003766968|P003766969,2013-02-01T00:00:00.000,POLICE,2013-03-01T13:00:00.000,4216 W ADAMS ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.87801854918201,-87.7312147223763,"{'type': 'Point', 'coordinates': [-87.7312147223763, 41.87801854918201]}",30,27,21572,717,23
13CP010677,P003831595,2013-02-08T00:00:00.000,POLICE,2013-04-05T09:00:00.000,3051 W 54TH ST ,13-12-125  Duty to secure and maintain vacant building.,"CITI MORTGAGE, ",Liable - By plea,500,0,20.9,152.28,0,713.18,705.38,0,41.79528217456783,-87.70074157652063,"{'type': 'Point', 'coordinates': [-87.70074157652063, 41.79528217456783]}",56,61,22248,777,8
13CP018380,P004017194|P004017195,2013-02-27T00:00:00.000,POLICE,2013-04-05T13:00:00.000,1109 N KEYSTONE ,13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST CO, ",Default - Liable by prove-up,800,0,45.56,236.88,0,1122.44,1115.17,-0.01,41.90115410852395,-87.72733967435713,"{'type': 'Point', 'coordinates': [-87.72733967435713, 41.90115410852395]}",5,24,4299,99,45
13CP032834,P004077429|P004077430,2013-04-26T00:00:00.000,POLICE,2013-06-07T09:00:00.000,4722 S LAFLIN ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.80792153579155,-87.66266181105165,"{'type': 'Point', 'coordinates': [-87.66266181105165, 41.80792153579155]}",37,59,14924,677,4
13CP048704,P004077112,2013-06-17T00:00:00.000,POLICE,2013-09-06T09:00:00.000,941 W 32TH ,13-12-125  Duty to secure and maintain vacant building.,"U S BANK AND TRUST, ",Liable - By plea,1000,0,0,0,0,1040,1040,0,41.83629490589152,-87.65030000721987,"{'type': 'Point', 'coordinates': [-87.65030000721987, 41.83629490589152]}",43,58,14920,676,48
13CP067150,P004226281,2013-08-08T00:00:00.000,POLICE,2013-11-01T09:00:00.000,4622 S HONORE ,13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST CO, ",Liable - By plea,500,0,0,0,0,540,540,0,41.80965246473012,-87.67122402162394,"{'type': 'Point', 'coordinates': [-87.67122402162394, 41.80965246473012]}",37,59,14924,706,3
13CP067603,P004154701|P004154702|P004226325,2013-08-13T00:00:00.000,POLICE,2013-11-01T09:00:00.000,5330 S MORGAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"DEUTSCHE BANK NATL TRUST CO, ",City non-suit,100,0,0,0,0,140,140,0,41.79695428433428,-87.65023196126798,"{'type': 'Point', 'coordinates': [-87.65023196126798, 41.79695428433428]}",37,59,14924,791,4
13CP071676,P004154829,2013-08-27T00:00:00.000,POLICE,2013-11-01T09:00:00.000,100  UNKNOWN ,13-12-140  Watchman required,"WELLS FARGO BANK, ",Default - Liable by prove-up,300,0,0,0,0,340,340,0,,,,,,,,
13CP092249,P004192262,2013-11-01T00:00:00.000,POLICE,2013-12-06T13:00:00.000,2841 W CONGRESS PKWY ,13-12-140  Watchman required,"BANK OF N Y MELLON, ",Liable - By plea,300,0,0,0,0,340,340,0,41.87477883562405,-87.69776570118668,"{'type': 'Point', 'coordinates': [-87.69776570118668, 41.87477883562405]}",28,28,21184,51,46
13CP093848,P004319451,2013-10-28T00:00:00.000,POLICE,2014-01-03T09:00:00.000,6430 S MAPLEWOOD ,13-12-125  Duty to secure and maintain vacant building.,"WELLS FARGO BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.77644290627939,-87.68737415565417,"{'type': 'Point', 'coordinates': [-87.68737415565417, 41.77644290627939]}",58,64,21867,319,2
13CP094496,P004327859,2013-10-05T00:00:00.000,POLICE,2014-02-07T09:00:00.000,6542 S ARTESIAN ,13-12-140  Watchman required,"WELLS FARGO BANK, ",Dismissed for want of prosecution - No service,0,0,0,0,0,0,0,0,41.77431914436686,-87.68487505101264,"{'type': 'Point', 'coordinates': [-87.68487505101264, 41.77431914436686]}",58,64,21867,382,2
13CP100789,P004327810|P004327812|P004327814,2013-11-21T00:00:00.000,POLICE,2014-02-07T09:00:00.000,6100 S WASHTENAW ,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"U S BANK N A, ",City Non suit - Motion to set-aside default - Granted,0,0,0,0,0,0,0,0,41.782703797101234,-87.6912023924546,"{'type': 'Point', 'coordinates': [-87.6912023924546, 41.782703797101234]}",58,64,21867,111,2
13CP101038,P004299269|P004299270|P004299271,2013-11-25T00:00:00.000,POLICE,2014-01-03T09:00:00.000,5935 S BISHOPS ,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HSBC BANK NA, ",City non-suit,0,0,0,0,0,0,0,0,,,,,,,,
13CP101048,P004328607|P004328608,2013-12-12T00:00:00.000,POLICE,2014-02-07T13:00:00.000,4914 W MONROE ,13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATIONAL TRUST, ",City non-suit,0,0,0,0,0,0,0,0,41.87957729520028,-87.74806316884252,"{'type': 'Point', 'coordinates': [-87.74806316884252, 41.87957729520028]}",32,26,22216,69,23
14CP007642,P004155213|P004155215|P004155217,2014-01-15T00:00:00.000,POLICE,2014-03-07T09:00:00.000,4430 S WHIPPLE ,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HSBC BANK USA, ",Liable - By plea,700,0,0,0,0,740,740,0,41.812694070919555,-87.70060950540109,"{'type': 'Point', 'coordinates': [-87.70060950540109, 41.812694070919555]}",56,55,22248,156,3
14CP008093,P004155731|P004155733|P004155735,2014-01-07T00:00:00.000,POLICE,2014-05-02T13:00:00.000,5015 S ROCKWELL ,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK AND TRUST, ",City Non suit - Motion to set-aside default - Granted,0,0,0,0,0,0,0,0,41.80241069730943,-87.68900922738972,"{'type': 'Point', 'coordinates': [-87.68900922738972, 41.80241069730943]}",56,61,22248,763,8
14CP021972,P004425598|P004425600,2014-02-27T00:00:00.000,POLICE,2014-04-04T09:00:00.000,8122 S SACRAMENTO ,13-12-140  Watchman required|13-12-140  Watchman required,"OCWEN LOAN SERVICING LLC, ",Liable - By plea,400,0,0,0,0,440,440,0,41.7455133325551,-87.69754013058825,"{'type': 'Point', 'coordinates': [-87.69754013058825, 41.7455133325551]}",8,69,4300,243,30
14CP033921,P004456942|P004456945,2014-03-13T00:00:00.000,POLICE,2014-05-02T09:00:00.000,100  UNKNOWN ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO BANK, ",Not liable - City failed to establish prima facie case,2800,0,51.82,800.88,0,3692.7,3692.7,0,,,,,,,,
14CP043252,P004232072|P004232073|P004232074,2014-04-15T00:00:00.000,POLICE,2014-08-01T09:00:00.000,5035 S ELIZABETH ,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA NA, ",City non-suit,0,0,0,0,0,0,0,0,41.80220484461099,-87.65614783356106,"{'type': 'Point', 'coordinates': [-87.65614783356106, 41.80220484461099]}",37,59,14924,739,4
14CP051701,P004015369|P004015370,2014-04-14T00:00:00.000,POLICE,2014-08-01T09:00:00.000,4315 W VAN BUREN ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"GMAC MORTGAGE LLC, ",City Non suit - Motion to set-aside default - Granted,600,0,6.31,0,0,646.31,640,0,41.87505758422923,-87.73348721744084,"{'type': 'Point', 'coordinates': [-87.73348721744084, 41.87505758422923]}",30,27,21572,717,23
14CP082560,P004317920|P004317923|P004317925,2014-05-20T00:00:00.000,POLICE,2014-08-01T09:00:00.000,6242 S FRANCISO ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TRUST CO, ",City non-suit,1300,0,15.85,377.88,0,1733.73,1733.41,0,41.77962248102674,-87.69598991801395,"{'type': 'Point', 'coordinates': [-87.69598991801395, 41.77962248102674]}",58,64,21867,182,2
14CP085076,P004346089,2014-05-19T00:00:00.000,POLICE,2014-08-01T11:00:00.000,57 W 116TH ,13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit,0,0,0,0,0,0,0,0,,,,,,,,
14CP093935,P004536896|P004536897,2014-06-26T00:00:00.000,POLICE,2014-09-05T09:00:00.000,5359 S HERMITAGE ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"FEDERAL NATL MTG ASSN, ",City non-suit,0,0,0,0,0,0,0,0,41.795905866691804,-87.66813558846407,"{'type': 'Point', 'coordinates': [-87.66813558846407, 41.795905866691804]}",37,59,14924,789,2
14CP106600,P004561126|P004561127,2014-07-08T00:00:00.000,POLICE,2014-09-05T13:00:00.000,1106 N RIDGEWAY ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"CHASE HOME FINANCE LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.90115703176943,-87.72031105818877,"{'type': 'Point', 'coordinates': [-87.72031105818877, 41.90115703176943]}",5,24,4299,456,46
14CP123160,P004531635|P004531636|P004531637,2014-09-03T00:00:00.000,POLICE,2014-10-03T09:00:00.000,6203 S LOOMIS ,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.7811374090019,-87.65925309370611,"{'type': 'Point', 'coordinates': [-87.65925309370611, 41.7811374090019]}",23,65,22257,278,2
14CP125031,P003839420,2014-09-13T00:00:00.000,POLICE,2014-11-05T09:00:00.000,201 S STATE ,7-24-099(a)     Cannabis - up to 15 grams,"BANK OF AMERICA, ",Vendor scanning error,0,0,0,0,0,0,0,0,41.87943055861516,-87.6275627694437,"{'type': 'Point', 'coordinates': [-87.6275627694437, 41.87943055861516]}",29,38,14912,367,36
14CP154471,P004626052|P004626053,2014-10-20T00:00:00.000,POLICE,2014-12-05T13:00:00.000,635 N CHRISTIANA ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"CHASE HOME FINANCE LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.89295127765666,-87.70999370797273,"{'type': 'Point', 'coordinates': [-87.70999370797273, 41.89295127765666]}",30,24,21572,177,46
14CP156047,P004590576|P004590577,2014-10-20T00:00:00.000,POLICE,2014-12-05T13:00:00.000,533 N SPRINGFIELD ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO, ",City non-suit,0,0,0,0,0,0,0,0,41.89089051065628,-87.72336270369334,"{'type': 'Point', 'coordinates': [-87.72336270369334, 41.89089051065628]}",30,24,21572,584,45
15CP004965,P004679402|P004679403|P004679404|P004679405,2014-12-17T00:00:00.000,POLICE,2015-02-06T11:00:00.000,7935 S VERNON ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"FIRST MIDWEST BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.750086436941444,-87.61353846769026,"{'type': 'Point', 'coordinates': [-87.61353846769026, 41.750086436941444]}",61,40,21546,11,32
15CP041312,P004725977|P004725979,2015-03-20T00:00:00.000,POLICE,2015-05-01T13:00:00.000,179 N LA CROSSE ,13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK NA, ",City non-suit,0,0,0,0,0,0,0,0,41.88417440706364,-87.74649134565654,"{'type': 'Point', 'coordinates': [-87.74649134565654, 41.88417440706364]}",32,26,22216,696,23
15CP057739,P004763142|P004763144,2015-04-28T00:00:00.000,POLICE,2015-06-05T13:00:00.000,114 N WALLER ,13-12-140  Watchman required|13-12-140  Watchman required,"FEDERAL NATIONAL MORTGAGE, ",City non-suit,0,0,0,0,0,0,0,0,41.882680964039665,-87.76835012727568,"{'type': 'Point', 'coordinates': [-87.76835012727568, 41.882680964039665]}",32,26,22216,618,7
15CP061128,P004659231|P004659232|P004659233,2015-04-20T00:00:00.000,POLICE,2015-06-05T13:00:00.000,5115 S CHRISTIANA ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"NATION STAR MORTGAGE LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.800285268624094,-87.70728065164566,"{'type': 'Point', 'coordinates': [-87.70728065164566, 41.800285268624094]}",56,61,22248,776,8
15CP065231,P004723474|P004723475,2015-05-03T00:00:00.000,POLICE,2015-06-05T13:00:00.000,742 S KENNETH ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"US BANK NA, ",City non-suit,0,0,0,0,0,0,0,0,41.87116274035112,-87.73662458593391,"{'type': 'Point', 'coordinates': [-87.73662458593391, 41.87116274035112]}",30,27,21572,703,14
15CP080441,P004806688|P004806689,2015-05-08T00:00:00.000,POLICE,2015-08-07T11:00:00.000,31 W 110TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,,,,,,,,
15CP096547,P004800944|P004800945,2015-06-15T00:00:00.000,POLICE,2015-08-07T13:00:00.000,811 N DRAKE ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"CHASE HOME FINANCE LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.895849494208434,-87.71495879639536,"{'type': 'Point', 'coordinates': [-87.71495879639536, 41.895849494208434]}",5,24,4299,423,46
15CP114089,P003124666|P003124667,2015-08-11T00:00:00.000,POLICE,2015-10-02T09:00:00.000,540 W GARFIELD ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,1400,0,2.13,0,0,1442.13,1440,0,41.79451678193441,-87.6392857771205,"{'type': 'Point', 'coordinates': [-87.6392857771205, 41.79451678193441]}",37,59,14924,84,4
15CP122959,P004909920|P004909922|P004909924,2015-08-29T00:00:00.000,POLICE,2015-10-02T09:00:00.000,6201 S FRANCISCO ,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",Default - Liable by prove-up,1300,0,227.99,377.88,0,1945.87,1541.36,0,41.78081454997919,-87.6957304353496,"{'type': 'Point', 'coordinates': [-87.6957304353496, 41.78081454997919]}",58,64,21867,182,2
15CP125857,P004800993|P004800994,2015-09-01T00:00:00.000,POLICE,2015-10-02T13:00:00.000,4218 W VAN BUREN ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"STANDARD BANK AND TRUST CO, ",City non-suit,0,0,0,0,0,0,0,0,41.87530537242397,-87.7311951773155,"{'type': 'Point', 'coordinates': [-87.7311951773155, 41.87530537242397]}",30,27,21572,717,23
15CP129308,P004839844,2015-09-17T00:00:00.000,POLICE,2015-10-16T14:30:00.000,2958 N MILWAUKEE ,7-24-099(a)     Cannabis - up to 15 grams,"US BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.93503945442056,-87.71742527956768,"{'type': 'Point', 'coordinates': [-87.71742527956768, 41.93503945442056]}",39,22,21538,71,21
15CP149157,P004916423|P004916424|P004916427|P004916428,2015-10-27T00:00:00.000,POLICE,2016-01-08T09:00:00.000,7105 S PRINCTON ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,,,,,,,,
16CP001776,P004876149|P004876554,2015-12-15T00:00:00.000,POLICE,2016-02-05T11:00:00.000,442 W 126TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0,0,0,0,0,0,0,0,,,,,,,,
16CP010069,P004931663,2016-02-09T00:00:00.000,POLICE,2016-03-21T14:30:00.000,1565 N CLYBOURN ,7-24-099(a)     Cannabis - up to 15 grams,"BANK OF AMERICA, ",Vendor scanning error,100,0,0,0,0,140,140,0,41.90997203381537,-87.64799532996817,"{'type': 'Point', 'coordinates': [-87.64799532996817, 41.90997203381537]}",54,37,22620,108,11
16CP017096,P004920793|P004920794|P004920795|P004920796,2016-02-14T00:00:00.000,POLICE,2016-04-01T11:00:00.000,7544 S SANGAMON ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"NATION STAR MORTGAGE LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.75648053521879,-87.64797759562212,"{'type': 'Point', 'coordinates': [-87.64797759562212, 41.75648053521879]}",59,70,21554,572,31
