fund_type,department_code,department_description,fund_code,fund_description,organization_code,organization_description,division_code,division_description,section_code,section_description,subsection_code,schedule_grade,bargaining_unit,title_code,title_description,budgeted_unit,total_budgeted_unit,position_control,budgeted_pay_rate,total_budgeted_amount,sub_section_description
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3015,Office of the Press Secretary,0,1 00,9,9615,Press Secretary,Annual,1,1,120000.00,120000.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3015,Office of the Press Secretary,0,1 00,9,0925,Photographer,Annual,1,1,82008.00,82008.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3015,Office of the Press Secretary,0,1 00,9,0740,Press Aide,Annual,2,1,65016.00,130032.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3015,Office of the Press Secretary,0,1 00,9,0740,Press Aide,Annual,1,1,64008.00,64008.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3015,Office of the Press Secretary,0,1 00,9,0740,Press Aide,Annual,1,1,61800.00,61800.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3015,Office of the Press Secretary,0,1 00,9,0740,Press Aide,Annual,1,1,60000.00,60000.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3015,Office of the Press Secretary,0,1 00,9,0740,Press Aide,Annual,1,1,51504.00,51504.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3100,Office of the Chief Financial Officer,0,1 00,9,9896,Chief Financial Officer,Annual,1,1,169992.00,169992.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3100,Office of the Chief Financial Officer,0,1 00,9,9639,Assistant to Mayor,Annual,1,1,132000.00,132000.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3105,Office of Community Engagement,0,1 00,9,9898,Deputy Chief of Staff,Annual,1,1,165000.00,165000.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3105,Office of Community Engagement,0,1 00,9,9873,Assistant Deputy Chief of Staff,Annual,1,1,154992.00,154992.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3105,Office of Community Engagement,0,3 00,9,9865,Analyst - Mayor's Office,Annual,1,1,75000.00,75000.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3105,Office of Community Engagement,0,3 00,9,9865,Analyst - Mayor's Office,Annual,1,1,57696.00,57696.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3105,Office of Community Engagement,0,1 00,0,3858,Director / Community Liaison,Annual,1,1,89304.00,89304.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3105,Office of Community Engagement,0,1 00,0,3858,Director / Community Liaison,Annual,1,1,75408.00,75408.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3110,Office of Infrastructure and Services,0,1 00,9,9906,Chief Information Officer,Annual,1,1,160008.00,160008.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3110,Office of Infrastructure and Services,0,1 00,9,9877,Director - Mayor's Office,Annual,1,1,125244.00,125244.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3110,Office of Infrastructure and Services,0,1 00,9,9875,Senior Project Manager - Mayor's Office,Annual,1,1,125016.00,125016.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3110,Office of Infrastructure and Services,0,1 00,9,9875,Senior Project Manager - Mayor's Office,Annual,2,1,109992.00,219984.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3110,Office of Infrastructure and Services,0,1 00,9,9872,Deputy Mayor,Annual,1,1,165000.00,165000.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3110,Office of Infrastructure and Services,0,1 00,9,9871,Assistant Deputy Mayor,Annual,1,1,126072.00,126072.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3115,Office of Education and Human Services,0,1 00,9,9875,Senior Project Manager - Mayor's Office,Annual,1,1,120000.00,120000.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3115,Office of Education and Human Services,0,1 00,9,9874,Project Manager - Mayor's Office,Annual,1,1,100008.00,100008.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3115,Office of Education and Human Services,0,1 00,9,9872,Deputy Mayor,Annual,1,1,165000.00,165000.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3115,Office of Education and Human Services,0,3 00,9,9866,Senior Analyst - Mayor's Office,Annual,1,1,85008.00,85008.00,
LOCAL,15,City Council,0100,Corporate Fund,1005,City Council,2005,City Council,3005,City Council,0,1 00,9,9601,Alderman,Annual,1,1,115560.00,115560.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3120,Office of Intergovernmental Affairs,0,1 00,9,9892,Office Manager - Washington D.C.,Annual,1,1,128760.00,128760.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3120,Office of Intergovernmental Affairs,0,1 00,9,9875,Senior Project Manager - Mayor's Office,Annual,1,1,122544.00,122544.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3120,Office of Intergovernmental Affairs,0,1 00,9,9855,Assistant Director - Mayor's Office,Annual,3,1,128760.00,386280.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3120,Office of Intergovernmental Affairs,0,1 00,9,9807,Legislative Assistant,Annual,1,1,80088.00,80088.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3120,Office of Intergovernmental Affairs,0,1 00,9,9807,Legislative Assistant,Annual,3,1,75648.00,226944.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3120,Office of Intergovernmental Affairs,0,1 00,9,9807,Legislative Assistant,Annual,1,1,70008.00,70008.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3120,Office of Intergovernmental Affairs,0,1 00,9,9807,Legislative Assistant,Annual,1,1,68304.00,68304.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3120,Office of Intergovernmental Affairs,0,1 00,9,9670,Director of Intergovernmental Affairs,Annual,1,1,175092.00,175092.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3125,Office of Risk Management,0,1 00,9,9898,Deputy Chief of Staff,Annual,1,1,165000.00,165000.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3125,Office of Risk Management,0,3 00,9,9865,Analyst - Mayor's Office,Annual,1,1,75000.00,75000.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3125,Office of Risk Management,0,3 00,9,9865,Analyst - Mayor's Office,Annual,1,1,60000.00,60000.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3130,Office of Equity and Racial Justice,0,1 00,9,9898,Deputy Chief of Staff,Annual,1,1,165000.00,165000.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3130,Office of Equity and Racial Justice,0,1 00,9,9874,Project Manager - Mayor's Office,Annual,1,1,80016.00,80016.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3130,Office of Equity and Racial Justice,0,3 00,9,9865,Analyst - Mayor's Office,Annual,1,1,70008.00,70008.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3130,Office of Equity and Racial Justice,0,1 00,9,9671,Chief Diversity Officer,Annual,1,1,108960.00,108960.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3135,Office of Neighborhood and Economic Development,0,1 00,9,9875,Senior Project Manager - Mayor's Office,Annual,1,1,128760.00,128760.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3135,Office of Neighborhood and Economic Development,0,1 00,9,9875,Senior Project Manager - Mayor's Office,Annual,1,1,110016.00,110016.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3135,Office of Neighborhood and Economic Development,0,1 00,9,9874,Project Manager - Mayor's Office,Annual,1,1,90000.00,90000.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3135,Office of Neighborhood and Economic Development,0,1 00,9,9872,Deputy Mayor,Annual,1,1,165000.00,165000.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3135,Office of Neighborhood and Economic Development,0,1 00,9,9871,Assistant Deputy Mayor,Annual,1,1,139992.00,139992.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3140,Office of Public Safety,0,1 00,9,9875,Senior Project Manager - Mayor's Office,Annual,1,1,115008.00,115008.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3140,Office of Public Safety,0,1 00,9,9874,Project Manager - Mayor's Office,Annual,2,1,91992.00,183984.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3140,Office of Public Safety,0,1 00,9,9874,Project Manager - Mayor's Office,Annual,4,1,85008.00,340032.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3140,Office of Public Safety,0,1 00,9,9874,Project Manager - Mayor's Office,Annual,1,1,80016.00,80016.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3140,Office of Public Safety,0,1 00,9,9874,Project Manager - Mayor's Office,Annual,1,1,75720.00,75720.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3140,Office of Public Safety,0,1 00,9,9872,Deputy Mayor,Annual,1,1,165000.00,165000.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3140,Office of Public Safety,0,1 00,9,9871,Assistant Deputy Mayor,Annual,1,1,135000.00,135000.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3145,Office of Policy,0,1 00,9,9898,Deputy Chief of Staff,Annual,1,1,165000.00,165000.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3145,Office of Policy,0,1 00,9,9875,Senior Project Manager - Mayor's Office,Annual,1,1,122016.00,122016.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3145,Office of Policy,0,1 00,9,9875,Senior Project Manager - Mayor's Office,Annual,1,1,120000.00,120000.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3145,Office of Policy,0,1 00,9,9873,Assistant Deputy Chief of Staff,Annual,1,1,150000.00,150000.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3145,Office of Policy,0,1 00,9,9873,Assistant Deputy Chief of Staff,Annual,1,1,139992.00,139992.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3145,Office of Policy,0,3 00,9,9866,Senior Analyst - Mayor's Office,Annual,1,1,100008.00,100008.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3145,Office of Policy,0,3 00,9,9866,Senior Analyst - Mayor's Office,Annual,1,1,90000.00,90000.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3145,Office of Policy,0,3 00,9,9866,Senior Analyst - Mayor's Office,Annual,1,1,80016.00,80016.00,
LOCAL,1,Office of the Mayor,0100,Corporate Fund,1005,Office of the Mayor,2005,Office of the Mayor,3145,Office of Policy,0,3 00,9,9865,Analyst - Mayor's Office,Annual,2,1,70008.00,140016.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0,1 00,9,9903,Inspector General,Annual,1,1,169992.00,169992.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0,BX 14,10,1727,Information Analyst - IG,Annual,2,1,56280.00,112560.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0,BX 16,10,1721,Senior Information Analyst - IG,Annual,1,1,72024.00,72024.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0,BX 16,10,1721,Senior Information Analyst - IG,Annual,2,1,67800.00,135600.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0,BX 16,10,1721,Senior Information Analyst - IG,Annual,1,1,64704.00,64704.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0,GY 10,20,1719,Senior Forensic Data Analyst,Annual,1,1,89928.00,89928.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0,3 00,0,1717,Chief Data and Information Analyst,Annual,1,1,110052.00,110052.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0,BX 17,20,1327,Supervisor of Personnel Administration,Annual,1,1,96096.00,96096.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0,BX 15,10,0802,Executive Administrative Assistant II,Annual,1,1,58968.00,58968.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0,BX 17,10,0790,Public Relations Coordinator,Annual,1,1,75408.00,75408.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0,BX 17,10,0790,Public Relations Coordinator,Annual,1,1,70272.00,70272.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0,3 00,0,0705,Director of Public Affairs,Annual,1,1,104712.00,104712.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0,BX 12,10,0645,Technical Support Administrator - IG,Annual,1,1,46776.00,46776.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0,GY 09,10,0641,Forensic Data Analyst,Annual,3,1,78828.00,236484.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0,BX 17,10,0634,Data Services Administrator,Annual,1,1,91752.00,91752.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0,BX 12,20,0323,Administrative Assistant III - Excluded,Annual,1,1,46776.00,46776.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0,BX 12,20,0323,Administrative Assistant III - Excluded,Annual,2,1,44604.00,89208.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0,BX 17,20,0126,Financial Officer,Annual,1,1,91752.00,91752.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3010,Operations,0,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,23298.00,23298.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3015,Legal,0,1 00,9,9665,First Deputy Inspector General,Annual,1,1,141144.00,141144.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3015,Legal,0,3 00,10,1645,Associate Staff Attorney,Annual,1,1,61800.00,61800.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3015,Legal,0,GY 08,20,1368,Compliance Officer,Annual,1,1,85992.00,85992.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3015,Legal,0,GY 08,20,1368,Compliance Officer,Annual,1,1,75408.00,75408.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3015,Legal,0,3 00,0,1262,Assistant Inspector General,Annual,4,1,105156.00,420624.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3015,Legal,0,3 00,0,1216,Chief of Hiring Oversight,Annual,1,1,104712.00,104712.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3015,Legal,0,3 00,0,1202,Associate General Counsel - IG,Annual,2,1,123996.00,247992.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3015,Legal,0,3 00,0,0310,Project Manager,Annual,1,1,123996.00,123996.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3015,Legal,0,B 13,1,0308,Staff Assistant,Annual,1,1,85704.00,85704.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3015,Legal,0,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,4106.00,4106.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3020,Investigations,0,1 00,9,9659,Deputy Inspector General,Annual,1,1,133032.00,133032.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3020,Investigations,0,3 00,0,1260,Chief Investigator - IG,Annual,1,1,104712.00,104712.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3020,Investigations,0,BX 12,10,1230,Complaint Intake Specialist - IGO,Annual,2,1,44604.00,89208.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3020,Investigations,0,GY 09,0,1222,Investigator III - IG,Annual,3,1,98148.00,294444.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3020,Investigations,0,GY 09,0,1222,Investigator III - IG,Annual,1,1,78828.00,78828.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3020,Investigations,0,GY 08,0,1221,Investigator II - IG,Annual,1,1,72120.00,72120.00,
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3020,Investigations,0,GY 08,0,1221,Investigator II - IG,Annual,1,1,70140.00,70140.00,
