park,park_number,facility_name,facility_type,x_coordinate,y_coordinate,location,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_rpca_8um6,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu,:@computed_region_awaf_s7ux
ALTGELD (JOHN),206,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1158841.44952,1897443.1716799999,"{'latitude': '41.874317', 'longitude': '-87.692272'}",28,21184,28,38,23,11
ALTGELD (JOHN),206,FITNESS CENTER,INDOOR,1158551.92451,1897478.7418200001,"{'latitude': '41.874421', 'longitude': '-87.693334'}",28,21184,28,38,23,11
ALTGELD (JOHN),206,GYMNASIUM,INDOOR,1158566.8142500001,1897441.51715,"{'latitude': '41.874318', 'longitude': '-87.693281'}",28,21184,28,38,23,11
ALTGELD (JOHN),206,BASEBALL JR/SOFTBALL,OUTDOOR,1158933.1872,1897566.24755,"{'latitude': '41.874653', 'longitude': '-87.691932'}",28,21184,28,38,23,11
ALTGELD (JOHN),206,BASEBALL JR/SOFTBALL,OUTDOOR,1158939.92931,1897370.72694,"{'latitude': '41.874116', 'longitude': '-87.691913'}",28,21184,28,38,23,11
ALTGELD (JOHN),206,POOL (OUTDOOR),OUTDOOR,1158543.83201,1897333.6456500001,"{'latitude': '41.874023', 'longitude': '-87.693368'}",28,21184,28,38,23,11
ALTGELD (JOHN),206,PLAYGROUND,OUTDOOR,1158556.4733899999,1897578.8889299999,"{'latitude': '41.874695', 'longitude': '-87.693315'}",28,21184,28,38,23,11
ALTGELD (JOHN),206,BASEBALL SR,OUTDOOR,1158711.5413200001,1897552.7633199999,"{'latitude': '41.874621', 'longitude': '-87.692746'}",28,21184,28,38,23,11
AMUNDSEN (ROALD),129,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1135335.16386,1911724.0072900001,"{'latitude': '41.913955', 'longitude': '-87.778239'}",26,22615,2,597,7,52
AMUNDSEN (ROALD),129,FITNESS CENTER,INDOOR,1134788.7597699999,1911509.8548300001,"{'latitude': '41.913377', 'longitude': '-87.780251'}",26,22615,2,597,7,52
AMUNDSEN (ROALD),129,BASEBALL JR/SOFTBALL,OUTDOOR,1134794.1452599999,1911720.9731699999,"{'latitude': '41.913956', 'longitude': '-87.780226'}",26,22615,2,597,7,52
AMUNDSEN (ROALD),129,BASEBALL JR/SOFTBALL,OUTDOOR,1135079.70046,1911902.2526700001,"{'latitude': '41.914449', 'longitude': '-87.779173'}",26,22615,2,597,7,52
AMUNDSEN (ROALD),129,BASEBALL JR/SOFTBALL,OUTDOOR,1135560.97279,1911883.0017200001,"{'latitude': '41.914387', 'longitude': '-87.777405'}",26,22615,2,597,7,52
AMUNDSEN (ROALD),129,BASEBALL JR/SOFTBALL,OUTDOOR,1135568.9941,1911459.4819,"{'latitude': '41.913225', 'longitude': '-87.777386'}",26,22615,2,597,7,52
AMUNDSEN (ROALD),129,PLAYGROUND,OUTDOOR,1134980.2374,1911523.65139,"{'latitude': '41.913412', 'longitude': '-87.779547'}",26,22615,2,597,7,52
AMUNDSEN (ROALD),129,SPRAY FEATURE,OUTDOOR,1135007.50933,1911481.94117,"{'latitude': '41.913297', 'longitude': '-87.779448'}",26,22615,2,597,7,52
AMUNDSEN (ROALD),129,BASEBALL SR,OUTDOOR,1135158.3082399999,1911504.40044,"{'latitude': '41.913356', 'longitude': '-87.778894'}",26,22615,2,597,7,52
ANDERSON (LOUIS),1020,BASKETBALL COURT,OUTDOOR,1178421.6990799999,1880016.74196,"{'latitude': '41.826074', 'longitude': '-87.620914'}",1,4301,36,222,9,12
ANDERSON (LOUIS),1020,BASKETBALL COURT,OUTDOOR,1178423.7059599999,1879940.0866,"{'latitude': '41.825864', 'longitude': '-87.620909'}",1,4301,36,222,9,12
ANDERSON (LOUIS),1020,GYMNASIUM,INDOOR,1178429.87524,1880090.42292,"{'latitude': '41.826276', 'longitude': '-87.620882'}",1,4301,36,222,9,12
ANDERSON (LOUIS),1020,PLAYGROUND,OUTDOOR,1178496.7491200001,1879958.5481799999,"{'latitude': '41.825913', 'longitude': '-87.62064'}",1,4301,36,222,9,12
ANDERSON (LOUIS),1020,SPRAY FEATURE,OUTDOOR,1178494.7422400001,1879904.7690900001,"{'latitude': '41.825765', 'longitude': '-87.620649'}",1,4301,36,222,9,12
ANDERSONVILLE,1078,PLAYGROUND PARK,OUTDOOR,1164812.5579899999,1934962.8673099999,"{'latitude': '41.977149', 'longitude': '-87.669282'}",76,22616,15,564,24,46
ARCHER (WILLIAM BEATTY),250,BASEBALL SR,OUTDOOR,1147334.57195,1871246.4557,"{'latitude': '41.802658', 'longitude': '-87.73519'}",54,22248,56,697,8,35
ARCHER (WILLIAM BEATTY),250,BASKETBALL COURT,OUTDOOR,1147443.93557,1871687.2750299999,"{'latitude': '41.803866', 'longitude': '-87.734778'}",54,22248,56,697,8,35
ARCHER (WILLIAM BEATTY),250,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1147413.8755900001,1872098.31981,"{'latitude': '41.804994', 'longitude': '-87.734878'}",54,22248,56,697,8,35
ARCHER (WILLIAM BEATTY),250,FITNESS CENTER,INDOOR,1147357.01055,1871551.41178,"{'latitude': '41.803494', 'longitude': '-87.7351'}",54,22248,56,697,8,35
ARCHER (WILLIAM BEATTY),250,GYMNASIUM,INDOOR,1147336.94038,1871579.8441399999,"{'latitude': '41.803573', 'longitude': '-87.735173'}",54,22248,56,697,8,35
ARCHER (WILLIAM BEATTY),250,HORSESHOE COURT,OUTDOOR,1147674.6007999999,1871207.75761,"{'latitude': '41.802545', 'longitude': '-87.733944'}",54,22248,56,697,8,35
ARCHER (WILLIAM BEATTY),250,BASEBALL JR/SOFTBALL,OUTDOOR,1147585.2669800001,1872001.9056299999,"{'latitude': '41.804726', 'longitude': '-87.734252'}",54,22248,56,697,8,35
ARCHER (WILLIAM BEATTY),250,BASEBALL JR/SOFTBALL,OUTDOOR,1147581.9018300001,1872138.1894799999,"{'latitude': '41.8051', 'longitude': '-87.734261'}",54,22248,56,697,8,35
ARCHER (WILLIAM BEATTY),250,BASEBALL JR/SOFTBALL,OUTDOOR,1147280.7315,1872309.80626,"{'latitude': '41.805577', 'longitude': '-87.735361'}",54,22248,56,697,8,35
ARCHER (WILLIAM BEATTY),250,BASEBALL JR/SOFTBALL,OUTDOOR,1147524.69624,1871406.2946200001,"{'latitude': '41.803093', 'longitude': '-87.734489'}",54,22248,56,697,8,35
ARCHER (WILLIAM BEATTY),250,PLAYGROUND,OUTDOOR,1147593.6797,1871594.7365000001,"{'latitude': '41.803609', 'longitude': '-87.734231'}",54,22248,56,697,8,35
ARCHER (WILLIAM BEATTY),250,SPRAY FEATURE,OUTDOOR,1147567.3129499999,1871683.01782,"{'latitude': '41.803851', 'longitude': '-87.734326'}",54,22248,56,697,8,35
ARCHER (WILLIAM BEATTY),250,BASEBALL SR,OUTDOOR,1147312.6992899999,1871848.7966799999,"{'latitude': '41.804311', 'longitude': '-87.735255'}",54,22248,56,697,8,35
ARCHER (WILLIAM BEATTY),250,TENNIS COURT,OUTDOOR,1147660.98009,1871419.75489,"{'latitude': '41.803127', 'longitude': '-87.733989'}",54,22248,56,697,8,35
ARCHER (WILLIAM BEATTY),250,ARTIFICIAL TURF FIELD,OUTDOOR,1147664.3452399999,1871300.29614,"{'latitude': '41.802799', 'longitude': '-87.73398'}",54,22248,56,697,8,35
ARCHER (WILLIAM BEATTY),250,WATER PLAYGROUND,OUTDOOR,1147359.8097600001,1871680.5447199999,"{'latitude': '41.803849', 'longitude': '-87.735087'}",54,22248,56,697,8,35
ARMOUR (PHILIP) SQUARE,3,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1174927.14701,1882718.6109,"{'latitude': '41.833567', 'longitude': '-87.633654'}",35,21194,40,376,48,26
ARMOUR (PHILIP) SQUARE,3,FITNESS CENTER,INDOOR,1174563.14216,1882923.6967800001,"{'latitude': '41.834138', 'longitude': '-87.634983'}",35,21194,40,376,48,26
ARMOUR (PHILIP) SQUARE,3,GYMNASIUM,INDOOR,1174657.2505699999,1882898.8378999999,"{'latitude': '41.834068', 'longitude': '-87.634639'}",35,21194,40,376,48,26
ARMOUR (PHILIP) SQUARE,3,BASEBALL JR/SOFTBALL,OUTDOOR,1175016.6271500001,1882799.93456,"{'latitude': '41.833788', 'longitude': '-87.633323'}",35,21194,40,376,48,26
ARMOUR (PHILIP) SQUARE,3,BASEBALL JR/SOFTBALL,OUTDOOR,1175024.76755,1882572.9048299999,"{'latitude': '41.833165', 'longitude': '-87.6333'}",35,21194,40,376,48,26
ARMOUR (PHILIP) SQUARE,3,BASEBALL JR/SOFTBALL,OUTDOOR,1174806.78275,1882795.4119299999,"{'latitude': '41.833781', 'longitude': '-87.634093'}",35,21194,40,376,48,26
ARMOUR (PHILIP) SQUARE,3,POOL (OUTDOOR),OUTDOOR,1174611.41077,1882959.1265,"{'latitude': '41.834234', 'longitude': '-87.634805'}",35,21194,40,376,48,26
ARMOUR (PHILIP) SQUARE,3,PLAYGROUND,OUTDOOR,1174832.10882,1882986.2616099999,"{'latitude': '41.834304', 'longitude': '-87.633994'}",35,21194,40,376,48,26
ARMOUR (PHILIP) SQUARE,3,VOLLEYBALL (SAND),OUTDOOR,1174659.34932,1882781.8443700001,"{'latitude': '41.833747', 'longitude': '-87.634634'}",35,21194,40,376,48,26
ARMOUR (PHILIP) SQUARE,3,SPRAY FEATURE,OUTDOOR,1174960.54786,1882972.6940599999,"{'latitude': '41.834264', 'longitude': '-87.633524'}",35,21194,40,376,48,26
ARMOUR (PHILIP) SQUARE,3,BASEBALL SR,OUTDOOR,1174834.8223900001,1882581.94976,"{'latitude': '41.833194', 'longitude': '-87.633997'}",35,21194,40,376,48,26
ARMOUR (PHILIP) SQUARE,3,TENNIS COURT,OUTDOOR,1174669.29877,1882517.73007,"{'latitude': '41.833022', 'longitude': '-87.634606'}",35,21194,40,376,48,26
ARMOUR (PHILIP) SQUARE,3,TENNIS COURT,OUTDOOR,1174623.16927,1882515.01682,"{'latitude': '41.833015', 'longitude': '-87.634775'}",35,21194,40,376,48,26
ARMOUR (PHILIP) SQUARE,3,VOLLEYBALL,OUTDOOR,1174577.9443000001,1882515.92135,"{'latitude': '41.833019', 'longitude': '-87.634941'}",35,21194,40,376,48,26
ARMSTRONG (LILLIAN HARDIN),492,BASKETBALL COURT,OUTDOOR,1181507.2700100001,1875801.1752599999,"{'latitude': '41.814436', 'longitude': '-87.609724'}",4,4301,36,161,9,12
ARMSTRONG (LILLIAN HARDIN),492,BASKETBALL COURT,OUTDOOR,1181508.2201400001,1875735.61864,"{'latitude': '41.814256', 'longitude': '-87.609722'}",4,4301,36,161,9,12
ARMSTRONG (LILLIAN HARDIN),492,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1181262.9050100001,1875648.72052,"{'latitude': '41.814023', 'longitude': '-87.610625'}",4,4301,36,161,9,12
ARMSTRONG (LILLIAN HARDIN),492,BASEBALL JR/SOFTBALL,OUTDOOR,1181153.8356699999,1875468.64279,"{'latitude': '41.813531', 'longitude': '-87.611031'}",4,4301,36,161,9,12
ARMSTRONG (LILLIAN HARDIN),492,BASEBALL JR/SOFTBALL,OUTDOOR,1181131.9836800001,1875821.12699,"{'latitude': '41.814499', 'longitude': '-87.6111'}",4,4301,36,161,9,12
ARMSTRONG (LILLIAN HARDIN),492,PLAYGROUND,OUTDOOR,1181512.9707800001,1875560.8017299999,"{'latitude': '41.813776', 'longitude': '-87.60971'}",4,4301,36,161,9,12
ARRIGO (VICTOR),215,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1167845.38919,1896587.2232600001,"{'latitude': '41.871779', 'longitude': '-87.659239'}",29,14917,44,759,23,8
ASHE (ARTHUR) BEACH,459,BEACH,OUTDOOR,1195954.26342,1857049.8679500001,"{'latitude': '41.762635', 'longitude': '-87.557352'}",39,22538,24,421,37,43
ASHE (ARTHUR) BEACH,459,PLAYGROUND,OUTDOOR,1195828.88014,1857026.6488399999,"{'latitude': '41.762574', 'longitude': '-87.557813'}",39,22538,24,421,37,43
ASHE (ARTHUR) BEACH,459,TENNIS COURT,OUTDOOR,1195701.17469,1856885.01198,"{'latitude': '41.762189', 'longitude': '-87.558286'}",39,22538,24,421,37,43
ASHE (ARTHUR) BEACH,459,TENNIS COURT,OUTDOOR,1195742.9692299999,1856916.74486,"{'latitude': '41.762275', 'longitude': '-87.558131'}",39,22538,24,421,37,43
ASHMORE,427,PLAYGROUND PARK,OUTDOOR,1143378.6129999999,1931714.44303,"{'latitude': '41.968664', 'longitude': '-87.748187'}",12,21869,48,746,50,20
ASPEN,321,PLAYGROUND PARK,OUTDOOR,1177557.1807899999,1876749.14646,"{'latitude': '41.817127', 'longitude': '-87.624184'}",4,4301,36,163,9,12
ASTER,343,PLAYGROUND PARK,OUTDOOR,1168495.1287100001,1931153.5652099999,"{'latitude': '41.966617', 'longitude': '-87.655851'}",31,22616,15,241,39,37
ATHLETIC FIELD,80,BASKETBALL COURT,OUTDOOR,1151806.3553299999,1923875.8619200001,"{'latitude': '41.946992', 'longitude': '-87.717405'}",16,21538,39,325,12,15
ATHLETIC FIELD,80,BASEBALL JR/SOFTBALL,OUTDOOR,1151816.4498000001,1924048.30843,"{'latitude': '41.947465', 'longitude': '-87.717363'}",16,21538,39,325,12,15
ATHLETIC FIELD,80,BASEBALL JR/SOFTBALL,OUTDOOR,1151991.4195900001,1924293.0979599999,"{'latitude': '41.948134', 'longitude': '-87.716714'}",16,21538,39,325,12,15
ATHLETIC FIELD,80,BASEBALL JR/SOFTBALL,OUTDOOR,1151998.1492300001,1924049.9905099999,"{'latitude': '41.947466', 'longitude': '-87.716696'}",16,21538,39,325,12,15
ATHLETIC FIELD,80,PLAYGROUND,OUTDOOR,1151999.8316500001,1923861.56143,"{'latitude': '41.946949', 'longitude': '-87.716694'}",16,21538,39,325,12,15
ATHLETIC FIELD,80,TENNIS COURT,OUTDOOR,1151988.05477,1923938.11081,"{'latitude': '41.947159', 'longitude': '-87.716736'}",16,21538,39,325,12,15
ATHLETIC FIELD,80,TENNIS COURT,OUTDOOR,1151986.3723599999,1923986.0592100001,"{'latitude': '41.947291', 'longitude': '-87.716741'}",16,21538,39,325,12,15
AUGUSTA (CARPENTER),1021,PLAYGROUND,OUTDOOR,1146428.2194300001,1906187.8740000001,"{'latitude': '41.898559', 'longitude': '-87.737625'}",24,4299,5,99,45,4
AUSTIN (HENRY),1204,PLAYGROUND,OUTDOOR,1136977.5372200001,1902168.3170799999,"{'latitude': '41.887704', 'longitude': '-87.772434'}",26,22216,32,672,7,52
AUSTIN (HENRY),1204,SPRAY FEATURE,OUTDOOR,1136587.0865499999,1902149.87913,"{'latitude': '41.88766', 'longitude': '-87.773869'}",26,22216,32,672,7,52
AUSTIN (HENRY),1204,WATER PLAYGROUND,OUTDOOR,1136447.17509,1902168.3170799999,"{'latitude': '41.887713', 'longitude': '-87.774382'}",26,22216,32,672,7,52
AUSTIN FOSTER,285,BASEBALL JR/SOFTBALL,OUTDOOR,1135100.31623,1934452.8657,"{'latitude': '41.97633', 'longitude': '-87.778561'}",11,21869,48,779,50,20
AUSTIN FOSTER,285,BASEBALL JR/SOFTBALL,OUTDOOR,1134908.14142,1934738.0527999999,"{'latitude': '41.977116', 'longitude': '-87.779261'}",11,21869,48,779,50,20
AUSTIN FOSTER,285,PLAYGROUND,OUTDOOR,1134990.39224,1934282.9831699999,"{'latitude': '41.975865', 'longitude': '-87.778969'}",11,21869,48,779,50,20
AUSTIN TOWN HALL,207,BASKETBALL COURT,OUTDOOR,1138687.26346,1902559.3369700001,"{'latitude': '41.888746', 'longitude': '-87.766146'}",26,22216,32,672,7,52
AUSTIN TOWN HALL,207,FITNESS CENTER,INDOOR,1138768.4988599999,1902448.3470300001,"{'latitude': '41.88844', 'longitude': '-87.76585'}",26,22216,32,672,7,52
AUSTIN TOWN HALL,207,GYMNASIUM,INDOOR,1138767.1875100001,1902664.7199599999,"{'latitude': '41.889034', 'longitude': '-87.76585'}",26,22216,32,672,7,52
AUSTIN TOWN HALL,207,POOL (INDOOR),INDOOR,1138769.1543699999,1902639.80433,"{'latitude': '41.888965', 'longitude': '-87.765843'}",26,22216,32,672,7,52
AUSTIN TOWN HALL,207,PLAYGROUND,OUTDOOR,1138861.39861,1902450.50254,"{'latitude': '41.888444', 'longitude': '-87.765509'}",26,22216,32,672,7,52
AVALON,29,BASKETBALL COURT,OUTDOOR,1186206.92891,1849985.73116,"{'latitude': '41.743486', 'longitude': '-87.5933'}",41,21546,61,133,35,9
AVALON,29,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1185408.3757199999,1849288.54391,"{'latitude': '41.741592', 'longitude': '-87.596248'}",41,21546,61,133,35,9
AVALON,29,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1186006.93095,1849244.8399199999,"{'latitude': '41.741458', 'longitude': '-87.594056'}",41,21546,61,133,35,9
AVALON,29,FITNESS CENTER,INDOOR,1185968.9274200001,1850060.01513,"{'latitude': '41.743695', 'longitude': '-87.59417'}",41,21546,61,133,35,9
AVALON,29,GYMNASIUM,INDOOR,1185957.5265299999,1850012.5106299999,"{'latitude': '41.743565', 'longitude': '-87.594213'}",41,21546,61,133,35,9
AVALON,29,BASEBALL JR/SOFTBALL,OUTDOOR,1185664.8814399999,1849317.8512599999,"{'latitude': '41.741666', 'longitude': '-87.595307'}",41,21546,61,133,35,9
AVALON,29,BASEBALL JR/SOFTBALL,OUTDOOR,1185899.1234299999,1849414.64536,"{'latitude': '41.741926', 'longitude': '-87.594446'}",41,21546,61,133,35,9
AVALON,29,BASEBALL JR/SOFTBALL,OUTDOOR,1186129.49337,1849424.3248000001,"{'latitude': '41.741947', 'longitude': '-87.593602'}",41,21546,61,133,35,9
AVALON,29,BASEBALL JR/SOFTBALL,OUTDOOR,1186137.2371199999,1849085.5453000001,"{'latitude': '41.741017', 'longitude': '-87.593584'}",41,21546,61,133,35,9
AVALON,29,BASEBALL JR/SOFTBALL,OUTDOOR,1185906.8668500001,1849083.60928,"{'latitude': '41.741017', 'longitude': '-87.594428'}",41,21546,61,133,35,9
AVALON,29,BASEBALL JR/SOFTBALL,OUTDOOR,1185637.7791299999,1849104.9041800001,"{'latitude': '41.741082', 'longitude': '-87.595413'}",41,21546,61,133,35,9
AVALON,29,POOL (OUTDOOR),OUTDOOR,1185968.81522,1849736.0020000001,"{'latitude': '41.742806', 'longitude': '-87.59418'}",41,21546,61,133,35,9
AVALON,29,PLAYGROUND,OUTDOOR,1185782.9704400001,1849807.6298100001,"{'latitude': '41.743007', 'longitude': '-87.594859'}",41,21546,61,133,35,9
AVALON,29,SPRAY FEATURE,OUTDOOR,1185949.45633,1849842.47554,"{'latitude': '41.743099', 'longitude': '-87.594248'}",41,21546,61,133,35,9
AVALON,29,BASEBALL SR,OUTDOOR,1185337.71707,1849042.95581,"{'latitude': '41.740919', 'longitude': '-87.596515'}",41,21546,61,133,35,9
AVALON,29,TENNIS COURT,OUTDOOR,1185134.44943,1849383.6713399999,"{'latitude': '41.741859', 'longitude': '-87.597249'}",41,21546,61,133,35,9
AVALON,29,TENNIS COURT,OUTDOOR,1185136.3854499999,1849279.1334899999,"{'latitude': '41.741572', 'longitude': '-87.597245'}",41,21546,61,133,35,9
AVALON,29,TENNIS COURT,OUTDOOR,1185087.9882400001,1849277.1978,"{'latitude': '41.741568', 'longitude': '-87.597422'}",41,21546,61,133,35,9
AVALON,29,TENNIS COURT,OUTDOOR,1185091.85995,1849153.30107,"{'latitude': '41.741228', 'longitude': '-87.597412'}",41,21546,61,133,35,9
AVALON,29,TENNIS COURT,OUTDOOR,1185144.1288699999,1849155.23709,"{'latitude': '41.741232', 'longitude': '-87.59722'}",41,21546,61,133,35,9
AVALON,29,TENNIS COURT,OUTDOOR,1185144.1288699999,1849037.14808,"{'latitude': '41.740908', 'longitude': '-87.597224'}",41,21546,61,133,35,9
AVALON,29,TRACK,OUTDOOR,1186156.59601,1849871.5138699999,"{'latitude': '41.743174', 'longitude': '-87.593488'}",41,21546,61,133,35,9
AVONDALE,81,BASKETBALL COURT,OUTDOOR,1152341.6600299999,1921840.5693999999,"{'latitude': '41.941397', 'longitude': '-87.715491'}",22,21538,39,138,12,15
AVONDALE,81,GYMNASTIC CENTER,INDOOR,1152384.01198,1921803.1239400001,"{'latitude': '41.941293', 'longitude': '-87.715337'}",22,21538,39,138,12,15
AVONDALE,81,GYMNASIUM,INDOOR,1152411.07229,1921801.8555699999,"{'latitude': '41.941289', 'longitude': '-87.715237'}",22,21538,39,138,12,15
AVONDALE,81,POOL (OUTDOOR),OUTDOOR,1152363.7941699999,1921956.15808,"{'latitude': '41.941713', 'longitude': '-87.715407'}",22,21538,39,138,12,15
AVONDALE,81,PLAYGROUND,OUTDOOR,1152351.08751,1921887.7067799999,"{'latitude': '41.941526', 'longitude': '-87.715456'}",22,21538,39,138,12,15
AVONDALE,81,SPRAY FEATURE,OUTDOOR,1152468.72572,1921844.66815,"{'latitude': '41.941405', 'longitude': '-87.715024'}",22,21538,39,138,12,15
BACK OF THE YARDS,1063,BASKETBALL COURT,OUTDOOR,1168403.1780999999,1871982.8613799999,"{'latitude': '41.80425', 'longitude': '-87.657901'}",59,14924,37,739,4,19
BACK OF THE YARDS,1063,HORSESHOE COURT,OUTDOOR,1168419.93759,1872097.7125299999,"{'latitude': '41.804565', 'longitude': '-87.657836'}",59,14924,37,739,4,19
BACK OF THE YARDS,1063,PLAYGROUND,OUTDOOR,1168277.4824900001,1872039.05483,"{'latitude': '41.804407', 'longitude': '-87.65836'}",59,14924,37,739,4,19
BACK OF THE YARDS,1063,SPRAY FEATURE,OUTDOOR,1168381.9822800001,1872069.1230200001,"{'latitude': '41.804488', 'longitude': '-87.657976'}",59,14924,37,739,4,19
