stop_id,on_street,cross_street,routes,boardings,alightings,month,daytype,location,:@computed_region_43wa_7qmu,:@computed_region_bdys_3d7i,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k,:@computed_region_awaf_s7ux
44,DAMEN,CONGRESS,"50,126",50.7,38.6,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87513747', 'longitude': '-87.67664239'}",46,89,21184,29,48
48,HARRISON,WOOD,126,1.0,1.5,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.874059', 'longitude': '-87.671334'}",46,5,21184,29,48
49,HARRISON,PAULINA,"126, 755",1.6,4.3,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87409', 'longitude': '-87.669231'}",46,5,21184,29,48
50,ASHLAND,CONGRESS,"9,126",14.8,27.0,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87508698', 'longitude': '-87.66643194'}",23,88,14917,29,48
51,ASHLAND,VAN BUREN,"9,126",100.9,260.7,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87655158', 'longitude': '-87.66651521'}",23,91,14917,29,48
52,JACKSON,1900 W.(MALCOLM X COLL.),126,82.8,229.0,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87743988', 'longitude': '-87.67402389'}",46,90,21184,29,48
53,JACKSON,OGDEN,126,23.6,26.8,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87748733', 'longitude': '-87.67103731'}",46,90,21184,29,48
54,JACKSON,PAULINA,126,34.7,35.0,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.8775244', 'longitude': '-87.66899047'}",46,90,21184,29,48
55,JACKSON,ASHLAND,126,61.9,88.8,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87755467', 'longitude': '-87.66689065'}",46,90,21184,29,48
56,JACKSON,LAFLIN,126,66.6,27.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87759', 'longitude': '-87.664068'}",46,91,14917,29,48
57,JACKSON,LOOMIS,126,9.9,15.6,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.877634', 'longitude': '-87.661652'}",46,91,14917,29,48
59,JACKSON,RACINE,126,96.0,41.9,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87772931', 'longitude': '-87.65677916'}",26,91,14917,29,48
60,JACKSON,ABERDEEN,126,24.9,6.5,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.877751', 'longitude': '-87.654338'}",26,91,14917,29,48
61,JACKSON,MORGAN,126,36.9,15.3,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87780698', 'longitude': '-87.65169869'}",26,91,14917,29,48
63,JACKSON,PEORIA,126,69.7,83.0,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87784819', 'longitude': '-87.64946073'}",26,91,14917,29,48
64,JACKSON,HALSTED,126,42.0,45.8,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.8778898', 'longitude': '-87.64696658'}",46,786,4452,29,41
65,JACKSON,DESPLAINES,126,66.7,103.6,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87792686', 'longitude': '-87.64375065'}",36,786,4452,29,48
67,JACKSON,CANAL,"121,123",443.1,5.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.877997', 'longitude': '-87.639776'}",36,786,14914,29,48
69,JACKSON,FINANCIAL PLACE,"1,7,X28,126,129,130,132,151",118.4,185.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.878081', 'longitude': '-87.632868'}",36,92,14912,38,48
70,JACKSON,DEARBORN,"1,7,X28,126,129,130,151",208.5,476.9,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.878121', 'longitude': '-87.629467'}",10,92,14912,38,48
71,JACKSON,STATE,"1,7,X28,126,129,130",200.5,750.2,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.878141', 'longitude': '-87.627899'}",10,92,14912,38,48
72,JACKSON,WABASH,"1,7,X28,126,129",97.7,494.5,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.878208', 'longitude': '-87.625752'}",36,367,14912,38,48
73,MICHIGAN,betw. VAN BUREN & CONGRES,"1,3,4,7,J14,26,X28,126,129,132,143,147,148",965.5,921.5,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.876271', 'longitude': '-87.624396'}",36,367,14913,38,48
74,CONGRESS PLAZA,MICHIGAN,"7,126,132,143,147",138.8,250.3,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87485809', 'longitude': '-87.62355113'}",36,367,14913,38,48
75,MICHIGAN,VAN BUREN,"1,7,X28,126,129",290.4,90.8,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87669', 'longitude': '-87.62416'}",36,367,14913,38,48
76,MICHIGAN,JACKSON,"3,4,6,J14,26,143",427.4,1794.2,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.878135', 'longitude': '-87.624193'}",36,367,14912,38,48
77,ADAMS,WABASH,"1,7,X28,126,129,151",857.7,752.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.879575', 'longitude': '-87.625884'}",36,367,14311,38,22
80,ADAMS,WELLS,"1,7,X28,126,129,130,134,135,136,151,156",343.9,1172.2,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.879426', 'longitude': '-87.634024'}",36,92,14914,38,48
86,VAN BUREN,JEFFERSON,"125,126",11.8,12.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.876778', 'longitude': '-87.642319'}",36,786,4452,29,48
87,VAN BUREN,DESPLAINES,126,15.3,14.7,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87676', 'longitude': '-87.643782'}",36,786,4452,29,48
88,VAN BUREN,HALSTED,126,51.2,54.0,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.876726', 'longitude': '-87.647048'}",46,786,4452,29,41
89,VAN BUREN,PEORIA,126,17.5,51.2,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.876682', 'longitude': '-87.649401'}",26,91,14917,29,48
92,VAN BUREN,ABERDEEN,126,15.9,28.8,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87661688', 'longitude': '-87.6544072'}",26,91,14917,29,48
93,VAN BUREN,RACINE,126,25.8,40.9,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87657583', 'longitude': '-87.65680352'}",26,91,14917,29,48
94,VAN BUREN,THROOP,126,14.9,45.7,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87652937', 'longitude': '-87.65932106'}",23,91,14917,29,48
96,VAN BUREN,LAFLIN,126,13.1,33.2,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87644665', 'longitude': '-87.66410017'}",46,91,14917,29,48
97,VAN BUREN,ASHLAND,126,94.2,59.6,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87640948', 'longitude': '-87.66647087'}",23,91,14917,29,48
99,VAN BUREN,OGDEN,126,28.4,26.8,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87632903', 'longitude': '-87.67187647'}",46,90,21184,29,48
100,VAN BUREN,1900 W.(MALCOLM X COLL.),126,153.8,108.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.876242', 'longitude': '-87.674057'}",46,90,21184,29,48
101,VAN BUREN,DAMEN,126,24.0,16.0,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87624', 'longitude': '-87.676072'}",46,90,21184,29,48
103,HARRISON,PAULINA,"126, 755",0.3,0.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87421', 'longitude': '-87.66897'}",46,90,21184,29,48
107,HARRISON,OGDEN,"7,126",237.6,332.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.8741415', 'longitude': '-87.67454701'}",46,90,21184,29,48
108,HARRISON,DAMEN,"7,126",61.5,49.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87410934', 'longitude': '-87.67632053'}",23,90,21184,29,48
111,DAMEN,JACKSON,50,163.9,187.7,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87740942', 'longitude': '-87.67635136'}",46,90,21184,29,48
118,JACKSON,ROCKWELL,126,8.6,9.3,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87755894', 'longitude': '-87.69097077'}",46,785,21184,29,48
119,JACKSON,WASHTENAW,126,24.0,41.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87752503', 'longitude': '-87.69403232'}",46,38,21184,28,48
120,JACKSON,CALIFORNIA,126,95.3,98.5,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87749585', 'longitude': '-87.69648347'}",46,51,21184,28,48
121,JACKSON,FRANCISCO,126,64.2,57.5,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87747326', 'longitude': '-87.6987788'}",46,51,21184,28,11
122,JACKSON,SACRAMENTO,126,44.1,60.3,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87744329', 'longitude': '-87.70133446'}",23,737,21184,28,11
123,JACKSON,ALBANY,126,17.5,31.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87740982', 'longitude': '-87.70378269'}",23,737,21184,28,11
124,JACKSON,KEDZIE,126,190.4,129.8,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87739519', 'longitude': '-87.70627812'}",23,765,21572,28,11
125,JACKSON,SPAULDING,126,5.3,15.8,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.8773701', 'longitude': '-87.70855292'}",23,765,21572,28,11
126,JACKSON,HOMAN,126,87.1,104.5,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87735315', 'longitude': '-87.71111733'}",23,783,21572,28,11
127,JACKSON,ST. LOUIS,126,11.5,23.6,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87730566', 'longitude': '-87.71365567'}",23,783,21572,28,11
128,CENTRAL PARK,JACKSON,126,35.7,26.9,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87701673', 'longitude': '-87.7158695'}",23,704,21572,28,11
129,JACKSON,HAMLIN,126,27.5,51.2,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.8772105', 'longitude': '-87.72104802'}",23,736,21572,27,11
130,JACKSON,SPRINGFIELD,126,12.1,51.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.8771684', 'longitude': '-87.72332492'}",23,736,21572,27,11
131,JACKSON,PULASKI,126,133.5,165.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87713666', 'longitude': '-87.72579473'}",23,675,21572,27,11
132,JACKSON,KARLOV,126,18.8,37.9,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87710765', 'longitude': '-87.72819551'}",23,675,21572,27,11
133,JACKSON,KEELER,126,16.0,35.0,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87707727', 'longitude': '-87.73064873'}",23,717,21572,27,11
134,JACKSON,KILDARE,126,25.8,65.8,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.8770945', 'longitude': '-87.73310614'}",23,717,21572,27,11
135,JACKSON,KOSTNER,126,27.0,76.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87701751', 'longitude': '-87.73555571'}",23,716,21572,27,11
136,JACKSON,KILBOURN,126,18.5,57.2,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87698719', 'longitude': '-87.737991'}",23,716,21572,27,11
137,JACKSON,KOLMAR,126,4.6,14.2,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87696338', 'longitude': '-87.73943465'}",23,716,21572,27,11
138,JACKSON,KENTON,126,5.0,15.2,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87696546', 'longitude': '-87.74069588'}",23,69,22216,26,11
139,JACKSON,KILPATRICK,126,38.9,242.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87692666', 'longitude': '-87.74280741'}",23,69,22216,26,11
140,JACKSON,CICERO,126,0.2,1.7,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87685893', 'longitude': '-87.74541898'}",23,69,22216,26,11
141,JACKSON,4900 WEST,126,0.0,0.0,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87682102', 'longitude': '-87.74713903'}",23,69,22216,26,11
142,JACKSON,LAVERGNE,126,0.0,0.0,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87680393', 'longitude': '-87.74934028'}",23,184,22216,26,11
143,JACKSON,5056 WEST,126,0.0,0.0,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87675729', 'longitude': '-87.75161217'}",23,184,22216,26,11
144,JACKSON,LEAMINGTON,126,0.0,0.0,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87672858', 'longitude': '-87.75353528'}",23,184,22216,26,11
145,JACKSON,LARAMIE,126,59.1,172.9,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87673038', 'longitude': '-87.75523999'}",7,68,22216,26,52
146,JACKSON,LOCKWOOD,126,14.3,92.0,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.8766768', 'longitude': '-87.75782934'}",7,68,22216,26,52
147,JACKSON,5400 WEST,126,4.8,31.7,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87664899', 'longitude': '-87.75967824'}",7,68,22216,26,52
148,JACKSON,LOTUS,126,13.4,90.9,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87661212', 'longitude': '-87.76154549'}",7,68,22216,26,52
149,JACKSON,CENTRAL,126,15.9,191.3,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87660365', 'longitude': '-87.76459825'}",7,68,22216,26,52
150,JACKSON,5700 WEST,126,1.5,17.7,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87716981', 'longitude': '-87.76801292'}",7,67,22216,26,52
151,JACKSON,MENARD,126,0.1,6.8,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.8771099', 'longitude': '-87.76974453'}",7,67,22216,26,52
152,JACKSON,MAYFIELD,126,0.2,5.2,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87723809', 'longitude': '-87.7713027'}",7,67,22216,26,52
153,HARRISON,CENTRAL,7,174.2,0.8,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.872683', 'longitude': '-87.76479999'}",7,67,22216,26,52
154,HARRISON,LOTUS,7,43.4,1.9,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.872803', 'longitude': '-87.761654'}",7,61,22216,26,52
155,HARRISON,5400 WEST,7,10.4,1.3,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.8729', 'longitude': '-87.759367'}",7,68,22216,26,52
156,HARRISON,LOCKWOOD,7,35.6,10.8,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.872855', 'longitude': '-87.75752'}",7,61,22216,26,52
157,HARRISON,LARAMIE,7,96.9,19.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87288253', 'longitude': '-87.75449102'}",7,61,22216,26,36
158,HARRISON,LEAMINGTON,7,67.2,14.6,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87289309', 'longitude': '-87.75318511'}",7,61,22216,26,36
159,HARRISON,LAVERGNE,7,29.7,13.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87300185', 'longitude': '-87.74920832'}",7,61,22216,26,36
160,HARRISON,CICERO,7,136.5,64.2,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87306462', 'longitude': '-87.74514556'}",7,61,22216,26,36
161,HARRISON,KILPATRICK,7,13.6,4.5,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.873099', 'longitude': '-87.742661'}",14,61,22216,26,36
162,HARRISON,4630 WEST,7,3.5,1.6,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.873198', 'longitude': '-87.740893'}",14,61,22216,26,36
163,HARRISON,KOLMAR (east leg),7,5.5,5.5,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.873205', 'longitude': '-87.739488'}",23,716,21572,27,36
164,HARRISON,KILBOURN (west leg),7,8.8,9.3,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87321343', 'longitude': '-87.73794849'}",23,716,21572,27,36
165,HARRISON,KOSTNER,7,27.6,15.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87376435', 'longitude': '-87.73549587'}",23,716,21572,27,36
166,KOSTNER,LEXINGTON,7,33.7,19.0,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.871629', 'longitude': '-87.735223'}",14,703,21572,27,36
167,FIFTH AVENUE,KOSTNER,7,12.2,5.8,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87026275', 'longitude': '-87.73495185'}",14,98,21572,30,36
168,FIFTH AVENUE,KILDARE,7,20.4,8.6,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87089987', 'longitude': '-87.73270091'}",14,98,21572,30,36
169,FIFTH AVENUE,KEELER,7,15.3,11.9,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.8716', 'longitude': '-87.730102'}",14,703,21572,27,36
170,FIFTH AVENUE,KARLOV,7,11.0,12.9,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.872297', 'longitude': '-87.727603'}",14,703,21572,27,36
171,FIFTH AVENUE,PULASKI,7,102.4,97.0,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87289549', 'longitude': '-87.72557064'}",14,703,21572,27,36
172,HARRISON,SPRINGFIELD,7,12.5,8.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.873419', 'longitude': '-87.723087'}",14,702,21572,27,36
174,HARRISON,INDEPENDENCE,7,50.6,32.8,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.873457', 'longitude': '-87.719565'}",14,704,21572,28,36
175,HARRISON,LAWNDALE,7,11.2,19.2,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.873469', 'longitude': '-87.718216'}",14,704,21572,28,36
177,HARRISON,ST. LOUIS,7,7.5,9.5,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.873541', 'longitude': '-87.713327'}",14,685,21572,28,36
178,HARRISON,HOMAN,7,78.6,89.9,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.873566', 'longitude': '-87.71088'}",14,685,21572,28,36
179,HARRISON,SPAULDING,7,2.8,5.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.873602', 'longitude': '-87.708461'}",14,36,21572,28,36
181,HARRISON,ALBANY,7,16.6,14.5,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87365176', 'longitude': '-87.70351379'}",14,36,21184,28,36
182,HARRISON,SACRAMENTO,7,64.2,84.5,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87368976', 'longitude': '-87.70104879'}",23,36,21184,28,11
183,HARRISON,FRANCISCO,7,18.7,30.6,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.873716', 'longitude': '-87.698661'}",23,714,21184,28,48
185,HARRISON,WASHTENAW,7,43.4,10.3,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.873755', 'longitude': '-87.693779'}",23,38,21184,28,48
186,HARRISON,MAPLEWOOD (east leg),7,8.1,5.9,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.873785', 'longitude': '-87.690705'}",23,756,21184,29,48
187,HARRISON,CAMPBELL,7,9.7,11.2,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.873804', 'longitude': '-87.688797'}",23,756,21184,29,48
188,HARRISON,WESTERN,7,83.0,80.5,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87382334', 'longitude': '-87.686408'}",23,756,21184,29,48
189,HARRISON,OAKLEY,7,38.8,13.6,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.873882', 'longitude': '-87.683913'}",23,757,21184,29,48
190,HARRISON,LEAVITT,7,19.2,5.8,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.873911', 'longitude': '-87.681449'}",23,5,21184,29,8
191,HARRISON,HOYNE,7,11.1,6.8,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87395', 'longitude': '-87.67899'}",23,5,21184,29,8
192,HARRISON,DAMEN,7,42.3,69.2,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87397341', 'longitude': '-87.67659224'}",23,5,21184,29,8
193,HARRISON,ASHLAND,7,104.4,121.3,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.87410558', 'longitude': '-87.6667937'}",46,5,21184,29,48
194,HARRISON,LAFLIN,7,32.9,3.5,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.874122', 'longitude': '-87.664252'}",23,88,14917,29,8
195,HARRISON,LOOMIS,7,64.6,11.4,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.874138', 'longitude': '-87.661926'}",23,88,14917,29,8
196,HARRISON,1335  WEST,7,12.4,4.7,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.874142', 'longitude': '-87.660176'}",23,88,14917,29,8
197,HARRISON,1231 WEST,7,3.3,3.9,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.874128', 'longitude': '-87.658412'}",23,88,14917,29,8
198,HARRISON,RACINE,"7, 755",62.0,70.1,2012-10-01T00:00:00.000,Weekday,"{'latitude': '41.874191', 'longitude': '-87.657167'}",23,88,14917,29,8
